order_id,payment_id,payment_method,payment_status,attempt_number,payment_amount,payment_created_at,processor
ORD000517,P00167,mastercard,captured,1,244.94,2025-05-16,stripe
ORD001301,P01013,klarna,captured,3,266.85,2025-07-02,stripe
ORD000273,P00820,paypal,captured,3,42.27,2025-09-02,braintree
ORD000877,P01396,paypal,authorized,3,193.02,2025-07-05,braintree
ORD000123,P00910,klarna,authorized,1,569.52,2025-01-27,adyen
ORD000919,P00672,mastercard,captured,1,500.55,2025-10-25,adyen
ORD001234,P00456,amex,captured,2,529.3,2025-11-28,stripe
ORD001106,P01270,visa,captured,3,430.58,2025-07-19,braintree
ORD000263,P01228,apple_pay,chargeback,2,395.42,2025-03-08,adyen
ORD001252,P00100,mastercard,captured,3,540.17,2025-10-24,adyen
ORD000725,P00223,visa,captured,3,327.34,2025-08-07,stripe
ORD001251,P00045,amex,refunded,1,550.42,2025-11-12,adyen
ORD000849,P00887,paypal,authorized,1,254.96,2025-08-13,braintree
ORD000006,P00697,mastercard,captured,2,362.59,2025-09-14,stripe
ORD000992,P00789,klarna,captured,3,288.29,2025-10-14,stripe
ORD001181,P00322,apple_pay,captured,1,21.24,2025-01-18,stripe
ORD000739,P01218,klarna,refunded,3,127.39,2025-03-31,adyen
ORD001026,P01260,amex,captured,2,557.44,2025-06-13,braintree
ORD000950,P01358,amex,refunded,3,362.88,2025-09-16,stripe
ORD000133,P01150,paypal,authorized,2,37.48,2025-04-04,stripe
ORD001138,P01357,klarna,failed,3,580.66,2025-06-13,stripe
ORD000696,P01096,paypal,authorized,1,557.52,2025-01-16,adyen
ORD000571,P00333,amex,authorized,3,430.07,2025-08-19,stripe
ORD000759,P00537,paypal,authorized,2,177.06,2025-08-25,adyen
ORD001144,P01038,visa,captured,1,184.04,2025-07-19,stripe
ORD000281,P00623,klarna,authorized,2,520.5,2025-07-07,stripe
ORD000893,P00296,apple_pay,authorized,1,45.75,2025-12-31,stripe
ORD001100,P01027,amex,captured,1,150.04,2025-01-23,stripe
ORD000809,P00389,visa,captured,2,108.18,2025-09-16,braintree
ORD000845,P01380,mastercard,captured,3,432.63,2025-08-15,stripe
ORD001069,P01194,paypal,captured,3,235.24,2025-06-14,adyen
ORD000279,P01494,klarna,failed,3,550.41,2025-03-11,braintree
ORD000579,P01583,amex,captured,2,483.72,2025-12-08,adyen
ORD000127,P00869,klarna,captured,1,590.95,2025-12-09,braintree
ORD001009,P00367,paypal,failed,2,186.41,2025-05-05,stripe
ORD000427,P00270,apple_pay,failed,2,290.21,2025-09-12,adyen
ORD001284,P00465,visa,captured,3,399.29,2025-02-09,stripe
ORD000393,P00036,apple_pay,authorized,1,585.1,2025-01-02,braintree
ORD000155,P00425,mastercard,authorized,3,213.34,2025-12-19,adyen
ORD001384,P00726,amex,captured,1,202.84,2025-11-15,adyen
ORD000907,P01303,mastercard,refunded,3,379.79,2025-01-04,stripe
ORD000058,P01104,paypal,authorized,2,402.51,2025-01-24,adyen
ORD000045,P01283,paypal,captured,3,121.48,2025-02-25,braintree
ORD001307,P01092,amex,authorized,1,278.14,2025-01-05,stripe
ORD001297,P00604,visa,captured,2,232.65,2025-05-17,stripe
ORD000257,P00962,paypal,failed,2,258.47,2025-05-25,stripe
ORD001304,P00857,amex,failed,1,92.87,2025-08-30,braintree
ORD001375,P01130,apple_pay,chargeback,1,392.41,2025-02-26,stripe
ORD000006,P00288,apple_pay,captured,3,120.64,2025-11-17,stripe
ORD000969,P00670,amex,captured,3,25.0,2025-10-26,braintree
ORD000596,P00752,visa,refunded,3,302.63,2025-09-13,stripe
ORD000324,P00021,paypal,captured,1,32.77,2025-12-11,adyen
ORD001272,P01192,apple_pay,refunded,1,402.99,2025-03-12,adyen
ORD001029,P01550,apple_pay,authorized,3,360.67,2025-10-13,stripe
ORD000596,P00379,amex,authorized,3,344.37,2025-06-09,stripe
ORD001307,P01268,mastercard,authorized,2,66.17,2025-05-15,stripe
ORD000938,P00883,visa,failed,2,83.08,2025-09-06,stripe
ORD000755,P01145,paypal,authorized,1,402.58,2025-04-17,stripe
ORD000700,P00359,mastercard,failed,2,29.0,2025-01-07,stripe
ORD000095,P01493,apple_pay,captured,1,78.39,2025-05-06,stripe
ORD001397,P00254,paypal,captured,1,460.62,2025-10-12,braintree
ORD000143,P00689,visa,captured,2,108.51,2025-02-01,stripe
ORD000251,P01143,apple_pay,captured,3,302.49,2025-11-08,stripe
ORD000394,P01309,mastercard,authorized,3,68.12,2025-11-26,adyen
ORD000282,P01435,klarna,captured,2,148.7,2025-06-22,stripe
ORD000187,P00197,visa,refunded,2,528.83,2025-03-31,stripe
ORD000398,P00455,amex,authorized,2,454.39,2025-10-24,stripe
ORD000614,P01262,visa,authorized,2,121.23,2025-04-02,stripe
ORD000176,P00605,paypal,refunded,3,136.59,2025-03-17,stripe
ORD000513,P00626,amex,authorized,3,289.53,2025-09-19,stripe
ORD001091,P01465,paypal,authorized,2,383.05,2025-04-27,stripe
ORD000761,P01323,apple_pay,refunded,1,353.57,2025-08-14,adyen
ORD000306,P01540,klarna,failed,3,177.95,2025-03-25,stripe
ORD000942,P01211,amex,authorized,3,568.58,2025-12-16,stripe
ORD000996,P00684,paypal,refunded,2,502.74,2025-03-22,stripe
ORD000877,P00001,paypal,captured,1,394.45,2025-12-25,adyen
ORD001321,P00007,klarna,authorized,2,545.69,2025-10-04,adyen
ORD000717,P01141,mastercard,captured,3,183.47,2025-06-02,stripe
ORD001121,P00123,paypal,failed,1,186.87,2025-09-07,stripe
ORD001389,P00202,klarna,captured,3,192.32,2025-12-03,adyen
ORD000288,P00099,mastercard,captured,1,104.64,2025-08-17,stripe
ORD000664,P01344,amex,captured,1,92.56,2025-12-15,stripe
ORD000349,P00392,amex,authorized,1,546.47,2025-12-02,adyen
ORD000239,P01098,apple_pay,captured,1,516.07,2025-11-09,stripe
ORD000598,P01048,apple_pay,authorized,1,333.85,2025-12-02,stripe
ORD000427,P00086,visa,failed,3,399.76,2025-12-07,adyen
ORD000795,P01462,mastercard,authorized,2,150.72,2025-01-09,stripe
ORD000839,P00470,apple_pay,authorized,2,23.49,2025-08-07,stripe
ORD000366,P01185,apple_pay,authorized,1,270.54,2025-09-01,adyen
ORD000790,P00985,paypal,failed,2,405.03,2025-02-11,stripe
ORD000779,P00532,amex,captured,2,411.12,2025-08-31,stripe
ORD000138,P00621,klarna,captured,2,366.52,2025-11-10,stripe
ORD001137,P01089,klarna,captured,2,555.97,2025-09-28,braintree
ORD001107,P00253,amex,captured,1,133.5,2025-04-23,adyen
ORD001360,P01212,amex,refunded,2,165.54,2025-06-28,stripe
ORD000440,P01452,klarna,captured,3,56.98,2025-12-04,stripe
ORD000446,P00852,amex,authorized,1,562.49,2025-04-09,stripe
ORD001395,P01342,amex,failed,1,278.25,2025-07-09,braintree
ORD000404,P00262,klarna,captured,3,246.99,2025-11-02,adyen
ORD000547,P01229,visa,captured,2,591.53,2025-06-28,adyen
ORD001193,P01529,apple_pay,authorized,1,262.37,2025-02-09,braintree
ORD001146,P00737,apple_pay,failed,2,207.56,2025-10-31,stripe
ORD000505,P00866,amex,refunded,3,133.12,2025-05-05,stripe
ORD001107,P00898,mastercard,captured,1,269.54,2025-05-22,braintree
ORD000204,P01577,klarna,authorized,2,414.54,2025-11-04,braintree
ORD000473,P00021,apple_pay,authorized,3,549.32,2025-02-08,stripe
ORD001188,P00765,klarna,captured,1,122.84,2025-09-30,stripe
ORD000916,P00529,amex,captured,2,418.47,2025-10-14,stripe
ORD000729,P01428,klarna,captured,1,13.91,2025-11-23,adyen
ORD001044,P00590,apple_pay,captured,2,482.52,2025-04-17,adyen
ORD000344,P01085,mastercard,authorized,1,175.29,2025-01-09,stripe
ORD000981,P00838,amex,authorized,3,33.14,2025-11-05,braintree
ORD000767,P00283,mastercard,chargeback,1,242.6,2025-02-26,stripe
ORD000634,P00388,paypal,authorized,2,536.59,2025-12-01,braintree
ORD000282,P00068,mastercard,refunded,2,147.37,2025-09-17,stripe
ORD001300,P01484,apple_pay,captured,3,179.51,2025-05-24,stripe
ORD000398,P00235,amex,authorized,1,108.98,2025-05-16,braintree
ORD001171,P01009,paypal,captured,3,589.15,2025-09-02,braintree
ORD001295,P01080,paypal,chargeback,1,265.29,2025-11-08,braintree
ORD000934,P01130,paypal,failed,3,569.21,2025-01-07,adyen
ORD000948,P01256,apple_pay,captured,1,64.2,2025-01-08,stripe
ORD000240,P00119,paypal,authorized,1,274.69,2025-10-17,stripe
ORD001277,P00174,paypal,captured,2,289.84,2025-05-30,stripe
ORD000956,P01493,paypal,authorized,1,160.99,2025-06-17,stripe
ORD000511,P01348,paypal,authorized,2,303.42,2025-01-04,braintree
ORD000486,P00488,apple_pay,refunded,2,216.83,2025-04-07,stripe
ORD000734,P00704,amex,captured,2,155.48,2025-08-08,stripe
ORD001092,P01233,mastercard,failed,1,225.54,2025-11-16,adyen
ORD000051,P00681,mastercard,captured,3,384.76,2025-02-16,adyen
ORD000567,P00324,mastercard,authorized,1,286.21,2025-05-30,stripe
ORD000309,P01541,paypal,authorized,3,251.47,2025-09-27,braintree
ORD001275,P00043,apple_pay,failed,1,513.6,2025-10-28,stripe
ORD000822,P01402,mastercard,captured,1,390.5,2025-06-28,adyen
ORD000220,P00241,paypal,captured,1,385.81,2025-06-03,stripe
ORD001111,P00221,amex,authorized,3,141.17,2025-11-01,adyen
ORD000752,P00441,klarna,captured,2,452.53,2025-12-13,stripe
ORD001232,P00459,klarna,authorized,1,31.76,2025-10-08,adyen
ORD000315,P00192,klarna,authorized,1,136.02,2025-09-02,stripe
ORD001157,P01585,klarna,refunded,1,253.55,2025-09-10,stripe
ORD000292,P00858,klarna,captured,1,534.61,2025-09-01,stripe
ORD000345,P00254,paypal,failed,1,26.54,2025-07-08,braintree
ORD001327,P00119,paypal,refunded,3,272.47,2025-02-15,stripe
ORD001261,P01516,mastercard,captured,2,80.69,2025-11-23,stripe
ORD000958,P01415,apple_pay,captured,3,145.73,2025-09-30,adyen
ORD000994,P01465,mastercard,captured,3,249.16,2025-05-07,braintree
ORD001349,P01169,amex,authorized,2,68.1,2025-07-09,adyen
ORD000200,P00547,klarna,failed,2,499.4,2025-01-28,braintree
ORD001151,P00785,visa,failed,3,58.92,2025-09-20,adyen
ORD000332,P00390,visa,captured,3,355.35,2025-05-31,braintree
ORD000056,P01333,apple_pay,captured,1,106.33,2025-11-13,stripe
ORD001008,P00345,apple_pay,authorized,2,72.85,2025-03-23,stripe
ORD000523,P01497,apple_pay,authorized,3,283.01,2025-09-14,stripe
ORD000590,P00221,amex,captured,3,213.8,2025-05-04,braintree
ORD000490,P00010,visa,refunded,2,36.68,2025-07-02,braintree
ORD001163,P00562,mastercard,authorized,2,48.29,2025-04-27,stripe
ORD000881,P00864,klarna,refunded,2,186.52,2025-11-08,adyen
ORD001337,P00418,paypal,captured,2,471.87,2025-03-17,stripe
ORD000787,P00111,klarna,captured,2,512.32,2025-09-27,braintree
ORD000288,P00988,visa,authorized,2,49.15,2025-01-10,stripe
ORD001006,P00255,mastercard,authorized,3,111.32,2025-10-07,adyen
ORD001204,P00309,apple_pay,captured,1,210.06,2025-06-22,stripe
ORD000642,P00417,visa,captured,1,393.55,2025-11-29,stripe
ORD000143,P00110,amex,captured,3,178.25,2025-05-30,braintree
ORD001050,P01092,klarna,authorized,2,140.9,2025-02-20,stripe
ORD001374,P00769,visa,authorized,2,357.08,2025-09-05,stripe
ORD000972,P00209,visa,authorized,3,412.05,2025-07-02,stripe
ORD000571,P00549,paypal,captured,2,297.62,2025-01-16,stripe
ORD000127,P01251,mastercard,captured,2,404.4,2025-02-15,stripe
ORD000984,P01170,mastercard,authorized,3,12.42,2025-06-29,stripe
ORD000648,P00499,paypal,failed,2,203.44,2025-10-01,stripe
ORD000473,P01308,paypal,authorized,1,369.6,2025-12-26,stripe
ORD001144,P01363,apple_pay,failed,1,394.06,2025-06-07,braintree
ORD001053,P00286,visa,captured,3,124.72,2025-12-14,stripe
ORD001065,P00016,apple_pay,captured,1,205.91,2025-09-20,adyen
ORD000532,P00490,apple_pay,authorized,2,143.56,2025-07-16,braintree
ORD000894,P01312,apple_pay,captured,2,540.13,2025-02-14,adyen
ORD000206,P01039,mastercard,captured,3,184.67,2025-11-04,adyen
ORD000993,P01263,apple_pay,authorized,2,530.38,2025-08-15,stripe
ORD000165,P01018,visa,authorized,1,531.35,2025-10-15,stripe
ORD001200,P00495,apple_pay,captured,1,320.17,2025-02-11,adyen
ORD000946,P01185,visa,captured,2,523.78,2025-12-10,adyen
ORD001215,P00163,paypal,captured,3,55.23,2025-05-09,stripe
ORD000133,P00362,amex,authorized,1,84.44,2025-05-29,braintree
ORD000266,P00265,mastercard,authorized,3,249.96,2025-07-15,stripe
ORD001078,P01101,mastercard,captured,1,418.16,2025-01-12,adyen
ORD000803,P00745,amex,authorized,1,582.62,2025-09-10,braintree
ORD000701,P01296,amex,authorized,1,285.45,2025-04-07,adyen
ORD000413,P00303,amex,authorized,1,14.36,2025-07-02,stripe
ORD000921,P00060,amex,failed,2,117.09,2025-07-10,adyen
ORD001293,P00852,visa,captured,3,268.42,2025-09-24,adyen
ORD000782,P01168,amex,captured,1,417.09,2025-10-20,adyen
ORD001347,P00030,amex,captured,3,356.05,2025-03-05,stripe
ORD000655,P01132,amex,captured,1,526.9,2025-10-22,stripe
ORD001026,P00615,mastercard,authorized,3,166.69,2025-08-23,adyen
ORD000479,P01393,mastercard,authorized,3,328.6,2025-11-30,adyen
ORD000084,P00801,visa,authorized,3,95.11,2025-05-21,braintree
ORD000667,P00109,paypal,refunded,2,390.69,2025-07-23,stripe
ORD000231,P00736,paypal,captured,3,459.79,2025-02-26,stripe
ORD000958,P01177,apple_pay,failed,2,312.92,2025-05-09,adyen
ORD001306,P00377,mastercard,failed,1,274.39,2025-11-08,braintree
ORD000809,P01083,amex,authorized,1,119.66,2025-10-13,stripe
ORD001161,P00038,mastercard,captured,1,561.1,2025-12-23,stripe
ORD001329,P00742,klarna,captured,1,367.64,2025-11-10,braintree
ORD000759,P00993,apple_pay,failed,1,490.95,2025-03-29,stripe
ORD000362,P00611,visa,refunded,2,24.31,2025-04-29,stripe
ORD000613,P00559,apple_pay,captured,2,158.27,2025-02-27,braintree
ORD000298,P00106,klarna,captured,2,294.61,2025-07-04,adyen
ORD001324,P01456,paypal,captured,1,326.37,2025-10-07,stripe
ORD000326,P01400,klarna,refunded,1,248.93,2025-10-29,braintree
ORD000986,P00720,mastercard,authorized,2,209.0,2025-12-28,adyen
ORD000681,P00760,mastercard,captured,1,275.72,2025-05-06,braintree
ORD001278,P01294,paypal,refunded,1,225.92,2025-06-02,stripe
ORD000239,P01046,paypal,authorized,3,33.63,2025-07-30,adyen
ORD001163,P00966,apple_pay,captured,2,418.72,2025-10-16,stripe
ORD001213,P01307,klarna,captured,1,465.07,2025-12-17,stripe
ORD000526,P01059,mastercard,captured,3,193.64,2025-02-23,adyen
ORD000326,P01121,klarna,authorized,1,579.9,2025-05-05,stripe
ORD000486,P01199,visa,authorized,3,592.28,2025-03-25,stripe
ORD000339,P01536,amex,captured,1,345.45,2025-04-02,stripe
ORD000030,P00281,amex,captured,2,478.51,2025-02-21,stripe
ORD000900,P01239,apple_pay,refunded,1,331.86,2025-08-05,braintree
ORD000520,P00526,amex,failed,1,164.05,2025-09-01,adyen
ORD000910,P01447,apple_pay,captured,2,51.31,2025-06-08,stripe
ORD001368,P01085,visa,authorized,1,213.22,2025-08-03,adyen
ORD000883,P01142,klarna,refunded,1,119.37,2025-09-10,braintree
ORD000488,P00351,mastercard,authorized,2,554.15,2025-08-30,stripe
ORD000018,P00621,paypal,refunded,3,583.03,2025-12-11,adyen
ORD001146,P00208,amex,refunded,1,323.72,2025-03-03,stripe
ORD000489,P00179,visa,chargeback,1,342.29,2025-12-15,braintree
ORD000274,P00146,paypal,authorized,3,558.99,2025-01-30,stripe
ORD000291,P01294,klarna,authorized,2,451.0,2025-01-11,adyen
ORD000513,P00050,paypal,captured,3,105.57,2025-07-14,stripe
ORD000115,P00822,apple_pay,captured,3,571.66,2025-06-26,adyen
ORD001050,P00321,klarna,captured,1,347.1,2025-07-13,stripe
ORD000251,P00967,mastercard,captured,3,22.19,2025-12-29,stripe
ORD000837,P01576,visa,captured,1,125.77,2025-06-03,braintree
ORD001022,P01430,apple_pay,captured,2,480.13,2025-11-06,stripe
ORD000555,P00169,apple_pay,captured,1,85.38,2025-09-07,stripe
ORD000423,P00142,visa,captured,3,512.27,2025-01-24,braintree
ORD001347,P01283,amex,authorized,3,473.93,2025-06-02,stripe
ORD000662,P00058,amex,captured,3,30.8,2025-02-18,stripe
ORD001295,P00420,apple_pay,failed,1,205.32,2025-11-09,stripe
ORD001303,P00713,klarna,refunded,3,309.06,2025-05-14,stripe
ORD001231,P00503,apple_pay,failed,3,54.85,2025-10-11,braintree
ORD000222,P01203,mastercard,captured,3,351.97,2025-01-27,adyen
ORD001296,P00312,paypal,refunded,2,588.35,2025-05-03,stripe
ORD000172,P00362,mastercard,captured,2,364.08,2025-10-20,stripe
ORD000669,P00298,paypal,failed,2,301.29,2025-11-23,adyen
ORD000826,P00591,klarna,authorized,3,521.44,2025-01-10,adyen
ORD000550,P01383,paypal,captured,3,578.74,2025-06-29,stripe
ORD001394,P00017,apple_pay,authorized,1,541.7,2025-11-16,stripe
ORD000955,P01288,apple_pay,authorized,1,31.8,2025-06-19,braintree
ORD000229,P00357,amex,captured,3,68.78,2025-04-20,stripe
ORD000802,P01525,visa,authorized,3,373.12,2025-09-21,braintree
ORD001254,P00809,klarna,captured,1,143.75,2025-10-17,stripe
ORD000955,P00461,amex,failed,1,317.42,2025-12-16,stripe
ORD000178,P00860,klarna,captured,3,504.72,2025-11-29,stripe
ORD000633,P00429,klarna,captured,3,563.69,2025-01-13,braintree
ORD000937,P00983,apple_pay,failed,1,206.83,2025-10-24,stripe
ORD000102,P00498,paypal,captured,3,510.74,2025-03-05,braintree
ORD000365,P00711,mastercard,chargeback,1,307.36,2025-11-02,adyen
ORD000828,P00819,visa,authorized,1,398.57,2025-10-21,stripe
ORD000360,P00582,klarna,authorized,2,84.01,2025-03-26,stripe
ORD000513,P00706,klarna,captured,2,47.38,2025-06-11,braintree
ORD000310,P01128,apple_pay,failed,1,470.44,2025-10-09,stripe
ORD000222,P00941,klarna,authorized,2,363.09,2025-11-10,braintree
ORD000115,P01197,mastercard,captured,3,496.09,2025-11-15,adyen
ORD000213,P00289,paypal,captured,1,78.31,2025-05-09,adyen
ORD001064,P00497,mastercard,failed,3,111.41,2025-01-29,stripe
ORD000372,P00145,paypal,failed,2,47.16,2025-12-23,adyen
ORD000867,P00926,klarna,authorized,3,393.58,2025-11-12,braintree
ORD001054,P00920,mastercard,authorized,1,373.19,2025-03-20,adyen
ORD000605,P00895,amex,captured,3,261.08,2025-08-01,braintree
ORD001246,P01331,paypal,failed,3,89.82,2025-12-13,stripe
ORD000824,P01317,amex,authorized,2,24.07,2025-04-29,adyen
ORD001125,P01328,klarna,captured,2,162.79,2025-10-16,stripe
ORD001353,P01004,amex,authorized,3,11.66,2025-06-27,stripe
ORD000005,P00920,mastercard,authorized,2,569.77,2025-12-22,adyen
ORD000696,P00882,mastercard,captured,2,110.42,2025-05-29,adyen
ORD000282,P01089,mastercard,failed,3,166.64,2025-03-01,braintree
ORD000789,P01592,mastercard,captured,1,481.16,2025-12-14,adyen
ORD000338,P01001,klarna,captured,3,597.02,2025-05-09,stripe
ORD001000,P00897,paypal,captured,2,376.12,2025-04-11,braintree
ORD001042,P01311,amex,captured,1,159.46,2025-03-14,stripe
ORD000139,P01416,visa,authorized,3,277.22,2025-05-30,adyen
ORD000577,P00038,klarna,failed,1,45.19,2025-10-30,stripe
ORD000285,P00453,visa,authorized,2,74.32,2025-05-06,stripe
ORD000317,P01579,amex,refunded,1,428.66,2025-04-08,stripe
ORD000091,P01377,apple_pay,failed,3,499.4,2025-06-11,adyen
ORD001203,P01442,visa,captured,3,169.38,2025-07-11,braintree
ORD000708,P00740,mastercard,captured,2,445.65,2025-10-29,braintree
ORD000885,P00920,klarna,failed,2,387.82,2025-03-12,braintree
ORD000481,P00667,visa,authorized,2,310.71,2025-04-28,stripe
ORD001108,P00253,mastercard,captured,1,180.66,2025-09-16,stripe
ORD000336,P00251,visa,authorized,1,591.28,2025-06-06,stripe
ORD001323,P00180,apple_pay,captured,2,156.3,2025-09-29,braintree
ORD001120,P01430,visa,captured,2,133.12,2025-06-11,stripe
ORD001124,P01132,visa,authorized,2,74.87,2025-02-12,adyen
ORD000433,P01600,amex,authorized,1,398.81,2025-11-11,braintree
ORD001072,P01376,apple_pay,captured,2,541.71,2025-09-08,stripe
ORD001340,P00148,klarna,refunded,3,89.16,2025-02-19,stripe
ORD000321,P00850,mastercard,captured,2,71.61,2025-03-02,stripe
ORD000437,P01316,paypal,captured,2,543.61,2025-05-04,adyen
ORD000459,P00503,apple_pay,refunded,1,399.73,2025-12-15,stripe
ORD000015,P00411,apple_pay,failed,2,581.72,2025-04-20,stripe
ORD000349,P01262,klarna,captured,1,429.07,2025-11-18,stripe
ORD000753,P00873,visa,captured,3,465.31,2025-06-28,braintree
ORD000061,P00137,visa,captured,3,282.41,2025-03-15,braintree
ORD001262,P00571,apple_pay,authorized,3,150.6,2025-02-12,adyen
ORD000432,P00066,amex,failed,2,345.79,2025-05-05,stripe
ORD000726,P00694,apple_pay,authorized,1,221.35,2025-03-23,stripe
ORD001099,P01473,apple_pay,captured,3,287.14,2025-08-06,stripe
ORD000104,P00424,amex,refunded,3,314.25,2025-12-24,braintree
ORD000329,P00631,klarna,captured,1,25.68,2025-10-22,stripe
ORD001277,P00977,klarna,authorized,3,369.04,2025-04-24,stripe
ORD000087,P01494,amex,authorized,3,221.54,2025-12-11,adyen
ORD000424,P00010,visa,captured,1,489.14,2025-12-19,braintree
ORD001374,P00891,klarna,authorized,1,43.22,2025-06-02,stripe
ORD001157,P01149,klarna,authorized,2,338.15,2025-06-27,adyen
ORD000468,P00587,klarna,captured,3,222.41,2025-06-28,braintree
ORD000058,P00933,visa,captured,2,65.04,2025-05-31,stripe
ORD000098,P00716,apple_pay,captured,3,254.08,2025-02-27,adyen
ORD000546,P01274,klarna,authorized,3,251.47,2025-11-23,stripe
ORD001291,P00009,amex,captured,1,454.45,2025-05-08,adyen
ORD000846,P00703,apple_pay,captured,2,99.69,2025-01-31,stripe
ORD000428,P01062,paypal,captured,1,499.93,2025-12-29,stripe
ORD000968,P00143,amex,refunded,1,38.26,2025-02-15,stripe
ORD000315,P00905,apple_pay,authorized,3,314.27,2025-12-09,stripe
ORD001237,P00338,paypal,captured,3,392.91,2025-02-19,stripe
ORD001114,P00674,apple_pay,authorized,2,18.46,2025-06-01,stripe
ORD000751,P00738,mastercard,authorized,3,50.79,2025-07-10,adyen
ORD000508,P00916,mastercard,captured,3,171.37,2025-03-23,stripe
ORD000369,P01222,paypal,captured,1,235.06,2025-07-30,adyen
ORD000615,P01415,paypal,captured,3,214.44,2025-07-29,stripe
ORD000627,P00205,amex,refunded,2,583.07,2025-11-12,adyen
ORD001232,P00623,klarna,failed,3,108.5,2025-06-04,stripe
ORD000259,P00025,amex,authorized,1,535.53,2025-11-16,stripe
ORD000272,P00728,amex,captured,2,567.3,2025-10-02,stripe
ORD001113,P00821,mastercard,captured,3,113.6,2025-10-23,adyen
ORD001331,P01539,paypal,captured,2,457.57,2025-08-18,stripe
ORD000162,P01119,paypal,captured,1,598.93,2025-03-08,adyen
ORD001068,P01403,mastercard,refunded,3,156.23,2025-08-30,stripe
ORD001066,P01580,apple_pay,captured,1,306.61,2025-09-19,braintree
ORD001310,P01334,visa,failed,3,457.71,2025-05-17,stripe
ORD000202,P00306,apple_pay,captured,3,443.52,2025-08-21,stripe
ORD000207,P00649,visa,failed,1,501.57,2025-08-14,adyen
ORD000899,P00395,mastercard,captured,2,215.46,2025-08-23,stripe
ORD000950,P00321,amex,authorized,2,81.19,2025-09-09,stripe
ORD000326,P01306,amex,captured,1,409.09,2025-09-03,adyen
ORD000328,P00201,paypal,captured,1,210.34,2025-08-25,adyen
ORD000569,P00641,klarna,authorized,1,391.18,2025-04-27,stripe
ORD000858,P00491,apple_pay,captured,3,289.32,2025-09-11,stripe
ORD001393,P00789,paypal,failed,2,280.58,2025-02-24,stripe
ORD001022,P00325,visa,failed,3,530.09,2025-11-21,stripe
ORD000370,P01002,klarna,captured,2,387.87,2025-10-17,adyen
ORD000034,P01181,mastercard,captured,2,378.46,2025-04-08,stripe
ORD000480,P00154,paypal,failed,1,582.8,2025-01-27,braintree
ORD000057,P00029,apple_pay,chargeback,3,169.15,2025-02-27,adyen
ORD000513,P01468,apple_pay,authorized,2,416.22,2025-09-07,adyen
ORD000921,P01180,visa,authorized,2,219.76,2025-01-13,stripe
ORD000527,P00972,mastercard,authorized,2,363.36,2025-02-06,stripe
ORD001071,P01515,klarna,captured,2,492.09,2025-09-13,stripe
ORD000063,P01293,apple_pay,failed,3,554.44,2025-06-29,stripe
ORD000142,P01186,paypal,authorized,2,261.99,2025-05-03,stripe
ORD000290,P01367,amex,captured,3,500.93,2025-04-11,braintree
ORD000432,P00757,klarna,authorized,1,207.69,2025-07-04,adyen
ORD000619,P00258,apple_pay,authorized,1,400.01,2025-04-20,stripe
ORD000704,P00900,apple_pay,captured,1,527.8,2025-01-27,stripe
ORD000666,P00532,klarna,captured,3,414.4,2025-06-15,adyen
ORD001181,P00091,klarna,authorized,2,426.38,2025-12-05,stripe
ORD001337,P01112,klarna,captured,2,504.2,2025-07-07,stripe
ORD001273,P00015,paypal,captured,1,158.94,2025-08-03,adyen
ORD000865,P00561,mastercard,refunded,1,450.67,2025-05-02,adyen
ORD000501,P00789,mastercard,failed,3,386.21,2025-02-15,stripe
ORD000282,P01000,visa,captured,3,332.07,2025-09-30,adyen
ORD000440,P00725,apple_pay,refunded,1,585.3,2025-05-29,braintree
ORD000218,P00862,amex,captured,3,253.38,2025-01-29,adyen
ORD000345,P00401,mastercard,authorized,1,148.56,2025-04-25,adyen
ORD000840,P00459,apple_pay,captured,3,505.17,2025-01-13,stripe
ORD000124,P01103,paypal,refunded,1,119.22,2025-11-13,stripe
ORD000422,P00111,mastercard,captured,1,449.71,2025-12-28,adyen
ORD000774,P01208,amex,refunded,2,557.65,2025-11-16,stripe
ORD000261,P01046,amex,captured,1,494.73,2025-10-24,stripe
ORD000778,P00382,apple_pay,refunded,3,383.56,2025-10-16,stripe
ORD001363,P00956,visa,failed,3,554.66,2025-06-22,adyen
ORD001182,P00473,apple_pay,failed,3,298.46,2025-05-22,adyen
ORD000422,P01130,visa,chargeback,3,54.65,2025-01-29,adyen
ORD001043,P01452,klarna,captured,1,443.61,2025-12-11,adyen
ORD000834,P00474,visa,captured,1,432.94,2025-01-06,braintree
ORD000001,P00918,mastercard,authorized,1,520.57,2025-04-11,stripe
ORD000826,P01568,amex,failed,3,249.6,2025-06-07,stripe
ORD000441,P01230,klarna,captured,1,95.57,2025-08-30,stripe
ORD001299,P01536,amex,authorized,3,70.58,2025-12-31,stripe
ORD000293,P01131,apple_pay,captured,2,213.78,2025-07-11,stripe
ORD000949,P01044,mastercard,authorized,3,477.85,2025-10-25,stripe
ORD001319,P00875,amex,captured,1,317.61,2025-06-09,stripe
ORD001188,P00091,paypal,authorized,2,110.56,2025-12-28,braintree
ORD001386,P00736,visa,refunded,1,152.67,2025-03-10,adyen
ORD000164,P00878,visa,captured,1,215.56,2025-05-29,braintree
ORD000066,P01135,amex,chargeback,3,293.37,2025-03-29,stripe
ORD000910,P00718,apple_pay,authorized,2,505.27,2025-04-08,stripe
ORD000713,P01125,visa,captured,3,595.48,2025-10-27,stripe
