,bird_id,sighting_date,observer,location,count_seen
4336,B00263,2026-02-09,Alex,Lake Edge,1
4337,B00727,2026-06-15,Jordan,Pine Lookout,1
4338,B00727,2026-02-28,Riley,Pine Lookout,9
4339,B00727,2026-05-24,Alex,Lake Edge,11
4340,B00727,2026-02-11,Taylor,Wetlands,1
4341,B00727,2026-02-26,Alex,Cliff Basin,9
4342,B00727,2026-05-05,Quinn,Sunset Ridge,1
4343,B00809,2026-04-08,Riley,Rocky Pass,11
4344,B00809,2026-06-24,Casey,Cliff Basin,10
4345,B00809,2026-05-30,Sam,Sunset Ridge,4
4346,B00809,2026-03-21,Taylor,Lake Edge,6
4347,B00809,2026-03-14,Taylor,Cliff Basin,11
4348,B00809,2026-05-08,Morgan,Wetlands,10
4349,B00809,2026-05-02,Alex,Cliff Basin,3
4350,B01270,2026-04-19,Riley,Cliff Basin,5
4351,B01270,2026-06-01,Sam,Lake Edge,8
4352,B01270,2026-05-07,Taylor,Lake Edge,8
4353,B01270,2026-05-04,Quinn,Wetlands,11
4354,B01270,2026-06-09,Sam,Aspen Grove,7
4355,B00122,2026-03-09,Riley,Wetlands,4
4356,B00122,2026-01-18,Morgan,Aspen Grove,5
4357,B00122,2026-03-23,Alex,Cliff Basin,6
4358,B00122,2026-02-06,Sam,Lake Edge,5
4359,B00122,2026-03-02,Morgan,Pine Lookout,2
4360,B00252,2026-03-29,Riley,Sunset Ridge,3
4361,B00252,2026-04-23,Sam,Cliff Basin,9
4362,B00252,2026-05-14,Riley,Cliff Basin,5
4363,B00252,2026-03-02,Taylor,Pine Lookout,8
4364,B00252,2026-06-18,Sam,Lake Edge,9
4365,B00252,2026-04-27,Sam,Aspen Grove,11
4366,B01462,2026-05-09,Taylor,Sunset Ridge,10
4367,B01462,2026-06-28,Riley,Canyon Overlook,11
4368,B01462,2026-01-15,Riley,Rocky Pass,7
4369,B01462,2026-03-19,Alex,Canyon Overlook,4
4370,B01462,2026-02-20,Sam,Sunset Ridge,11
4371,B01462,2026-04-20,Quinn,Lake Edge,5
4372,B01462,2026-03-01,Sam,Pine Lookout,7
4373,B01039,2026-04-23,Quinn,Aspen Grove,2
4374,B01039,2026-01-14,Casey,Rocky Pass,4
4375,B01039,2026-01-12,Casey,Aspen Grove,2
4376,B01039,2026-05-30,Riley,Aspen Grove,4
4377,B01039,2026-03-19,Quinn,Aspen Grove,7
4378,B01039,2026-01-23,Alex,Canyon Overlook,10
4379,B01039,2026-01-06,Quinn,Cliff Basin,1
4380,B00663,2026-04-13,Sam,Wetlands,11
4381,B00663,2026-01-02,Alex,Lake Edge,4
4382,B00663,2026-05-13,Riley,Rocky Pass,2
4383,B00663,2026-01-17,Quinn,Lake Edge,3
4384,B00663,2026-04-16,Quinn,Aspen Grove,7
4385,B00663,2026-06-08,Riley,Canyon Overlook,6
4386,B00663,2026-02-16,Morgan,Pine Lookout,10
4387,B01681,2026-06-12,Quinn,Canyon Overlook,10
4388,B01681,2026-06-21,Quinn,Rocky Pass,2
4389,B01681,2026-06-17,Sam,Lake Edge,6
4390,B01681,2026-04-28,Riley,Sunset Ridge,4
4391,B00848,2026-04-19,Morgan,Aspen Grove,9
4392,B00848,2026-01-15,Taylor,Wetlands,2
4393,B00848,2026-06-12,Quinn,Pine Lookout,4
4394,B00848,2026-01-25,Taylor,Sunset Ridge,6
4395,B01073,2026-06-22,Taylor,Aspen Grove,7
4396,B01073,2026-03-13,Quinn,Rocky Pass,9
4397,B01073,2026-01-10,Quinn,Lake Edge,7
4398,B01073,2026-03-01,Taylor,Rocky Pass,2
4399,B01073,2026-06-02,Morgan,Lake Edge,5
4400,B01045,2026-01-23,Quinn,Sunset Ridge,4
4401,B01045,2026-05-28,Morgan,Rocky Pass,8
4402,B01045,2026-06-11,Riley,Lake Edge,8
4403,B01045,2026-02-16,Alex,Canyon Overlook,2
4404,B01045,2026-02-19,Alex,Pine Lookout,2
4405,B01045,2026-04-30,Quinn,Sunset Ridge,11
4406,B00978,2026-06-26,Riley,Aspen Grove,3
4407,B00978,2026-06-04,Sam,Cliff Basin,9
4408,B00978,2026-05-23,Casey,Rocky Pass,5
4409,B00978,2026-04-17,Sam,Cliff Basin,11
4410,B01324,2026-05-07,Riley,Canyon Overlook,8
4411,B01324,2026-01-20,Quinn,Canyon Overlook,8
4412,B01324,2026-05-22,Taylor,Aspen Grove,9
4413,B01324,2026-03-20,Sam,Cliff Basin,5
4414,B00378,2026-06-25,Jordan,Cliff Basin,8
4415,B00378,2026-05-18,Jordan,Lake Edge,10
4416,B00378,2026-05-27,Taylor,Pine Lookout,2
4417,B00378,2026-01-27,Morgan,Lake Edge,3
4418,B01513,2026-04-18,Morgan,Pine Lookout,11
4419,B01513,2026-05-04,Riley,Pine Lookout,6
4420,B01513,2026-04-28,Casey,Aspen Grove,9
4421,B01513,2026-06-01,Casey,Lake Edge,7
4422,B01513,2026-05-06,Jordan,Pine Lookout,3
4423,B01513,2026-03-01,Quinn,Wetlands,4
4424,B01527,2026-06-28,Morgan,Cliff Basin,8
4425,B01527,2026-05-18,Riley,Lake Edge,8
4426,B01527,2026-06-01,Sam,Wetlands,4
4427,B01527,2026-04-28,Morgan,Cliff Basin,3
4428,B01527,2026-04-20,Jordan,Cliff Basin,1
4429,B00081,2026-01-25,Morgan,Pine Lookout,8
4430,B00081,2026-01-11,Riley,Sunset Ridge,9
4431,B00081,2026-01-26,Taylor,Rocky Pass,3
4432,B00081,2026-03-18,Morgan,Rocky Pass,4
4433,B00081,2026-01-06,Sam,Wetlands,4
4434,B00081,2026-03-14,Taylor,Aspen Grove,2
4435,B00339,2026-02-25,Riley,Cliff Basin,3
4436,B00339,2026-05-28,Quinn,Sunset Ridge,4
4437,B00339,2026-05-24,Riley,Rocky Pass,3
4438,B00339,2026-05-23,Quinn,Lake Edge,3
4439,B00339,2026-01-17,Casey,Aspen Grove,1
4440,B01621,2026-02-11,Morgan,Aspen Grove,1
4441,B01621,2026-03-29,Taylor,Rocky Pass,10
4442,B01621,2026-04-02,Quinn,Canyon Overlook,11
4443,B01621,2026-01-01,Alex,Cliff Basin,2
4444,B01621,2026-06-14,Taylor,Rocky Pass,7
4445,B01621,2026-01-19,Quinn,Wetlands,2
4446,B01621,2026-06-13,Casey,Canyon Overlook,7
4447,B01537,2026-02-28,Casey,Lake Edge,6
4448,B01537,2026-01-16,Morgan,Pine Lookout,11
4449,B01537,2026-01-08,Casey,Rocky Pass,7
4450,B01537,2026-04-23,Quinn,Rocky Pass,10
4451,B01537,2026-04-22,Jordan,Lake Edge,8
4452,B01672,2026-01-18,Jordan,Cliff Basin,11
4453,B01672,2026-01-20,Alex,Wetlands,4
4454,B01672,2026-02-07,Jordan,Wetlands,11
4455,B01672,2026-02-18,Casey,Cliff Basin,10
4456,B00722,2026-06-13,Casey,Wetlands,1
4457,B00722,2026-02-14,Jordan,Pine Lookout,5
4458,B00722,2026-05-19,Alex,Sunset Ridge,4
4459,B00722,2026-06-22,Taylor,Pine Lookout,1
4460,B00722,2026-04-18,Riley,Sunset Ridge,9
4461,B00722,2026-05-18,Casey,Wetlands,8
4462,B00722,2026-05-09,Taylor,Rocky Pass,1
4463,B01379,2026-05-28,Taylor,Cliff Basin,1
4464,B01379,2026-03-19,Morgan,Aspen Grove,9
4465,B01379,2026-04-30,Alex,Wetlands,1
4466,B01379,2026-02-24,Taylor,Lake Edge,2
4467,B01379,2026-01-27,Alex,Canyon Overlook,11
4468,B01517,2026-02-02,Taylor,Sunset Ridge,1
4469,B01517,2026-06-17,Taylor,Pine Lookout,11
4470,B01517,2026-02-27,Jordan,Sunset Ridge,9
4471,B01517,2026-02-13,Jordan,Canyon Overlook,4
4472,B01517,2026-04-14,Riley,Aspen Grove,8
4473,B01517,2026-01-14,Riley,Sunset Ridge,6
4474,B01517,2026-06-21,Jordan,Canyon Overlook,9
4475,B00373,2026-02-20,Riley,Cliff Basin,7
4476,B00373,2026-01-24,Morgan,Lake Edge,11
4477,B00373,2026-04-26,Jordan,Lake Edge,1
4478,B00373,2026-02-25,Taylor,Rocky Pass,3
4479,B00337,2026-04-15,Quinn,Cliff Basin,9
4480,B00337,2026-05-13,Morgan,Sunset Ridge,3
4481,B00337,2026-02-18,Jordan,Wetlands,5
4482,B00337,2026-04-03,Taylor,Rocky Pass,11
4483,B00337,2026-04-17,Morgan,Pine Lookout,4
4484,B00337,2026-06-16,Jordan,Rocky Pass,4
4485,B00337,2026-05-10,Quinn,Canyon Overlook,5
4486,B01307,2026-05-08,Casey,Pine Lookout,11
4487,B01307,2026-04-09,Jordan,Rocky Pass,10
4488,B01307,2026-01-08,Quinn,Pine Lookout,3
4489,B01307,2026-04-19,Taylor,Sunset Ridge,10
4490,B01307,2026-03-05,Casey,Lake Edge,8
4491,B01307,2026-06-26,Taylor,Aspen Grove,8
4492,B01307,2026-02-28,Sam,Sunset Ridge,1
4493,B00478,2026-05-01,Riley,Cliff Basin,10
4494,B00478,2026-06-11,Taylor,Pine Lookout,8
4495,B00478,2026-05-26,Riley,Rocky Pass,5
4496,B00478,2026-04-08,Taylor,Lake Edge,2
4497,B00478,2026-05-24,Sam,Cliff Basin,1
4498,B00478,2026-01-29,Jordan,Canyon Overlook,10
4499,B00478,2026-04-27,Jordan,Cliff Basin,11
4500,B01297,2026-04-16,Alex,Sunset Ridge,11
4501,B01297,2026-04-29,Quinn,Canyon Overlook,3
4502,B01297,2026-03-02,Jordan,Sunset Ridge,3
4503,B01297,2026-05-30,Casey,Rocky Pass,4
4504,B01297,2026-01-20,Riley,Rocky Pass,9
4505,B01297,2026-03-20,Sam,Wetlands,2
4506,B00012,2026-04-25,Alex,Pine Lookout,3
4507,B00012,2026-03-27,Alex,Aspen Grove,8
4508,B00012,2026-02-16,Sam,Aspen Grove,6
4509,B00012,2026-01-10,Jordan,Aspen Grove,7
4510,B00135,2026-01-16,Morgan,Wetlands,11
4511,B00135,2026-06-26,Riley,Rocky Pass,6
4512,B00135,2026-03-26,Riley,Aspen Grove,11
4513,B00135,2026-06-02,Morgan,Lake Edge,10
4514,B00135,2026-04-13,Casey,Pine Lookout,9
4515,B00135,2026-05-09,Sam,Sunset Ridge,5
4516,B00135,2026-02-23,Quinn,Aspen Grove,1
4517,B00776,2026-02-23,Sam,Wetlands,8
4518,B00776,2026-05-07,Quinn,Pine Lookout,8
4519,B00776,2026-02-05,Casey,Wetlands,2
4520,B00776,2026-05-19,Alex,Wetlands,3
4521,B00776,2026-06-02,Casey,Pine Lookout,9
4522,B00776,2026-06-29,Jordan,Aspen Grove,4
4523,B00776,2026-02-22,Riley,Wetlands,8
4524,B01522,2026-04-18,Alex,Rocky Pass,6
4525,B01522,2026-06-04,Quinn,Rocky Pass,11
4526,B01522,2026-02-01,Alex,Sunset Ridge,4
4527,B01522,2026-06-15,Casey,Cliff Basin,10
4528,B01522,2026-06-23,Sam,Lake Edge,8
4529,B01522,2026-02-25,Quinn,Wetlands,1
4530,B01123,2026-06-10,Quinn,Pine Lookout,6
4531,B01123,2026-04-06,Jordan,Rocky Pass,9
4532,B01123,2026-05-13,Sam,Cliff Basin,2
4533,B01123,2026-06-27,Morgan,Rocky Pass,2
4534,B00374,2026-04-01,Casey,Lake Edge,6
4535,B00374,2026-02-17,Morgan,Sunset Ridge,4
4536,B00374,2026-05-13,Casey,Wetlands,11
4537,B00374,2026-01-16,Morgan,Sunset Ridge,9
4538,B00374,2026-02-18,Jordan,Aspen Grove,6
4539,B00374,2026-05-25,Riley,Cliff Basin,10
4540,B01346,2026-02-03,Jordan,Cliff Basin,10
4541,B01346,2026-04-16,Casey,Pine Lookout,1
4542,B01346,2026-02-18,Riley,Cliff Basin,5
4543,B01346,2026-03-07,Quinn,Wetlands,2
4544,B01346,2026-04-26,Casey,Canyon Overlook,3
4545,B01346,2026-01-26,Taylor,Lake Edge,10
4546,B01346,2026-04-28,Morgan,Sunset Ridge,1
4547,B01350,2026-05-16,Morgan,Sunset Ridge,11
4548,B01350,2026-05-07,Alex,Canyon Overlook,9
4549,B01350,2026-03-27,Jordan,Lake Edge,4
4550,B01350,2026-05-09,Quinn,Sunset Ridge,1
4551,B01350,2026-02-03,Morgan,Wetlands,10
4552,B01350,2026-02-26,Casey,Rocky Pass,7
4553,B01350,2026-02-19,Taylor,Sunset Ridge,6
4554,B01020,2026-03-15,Riley,Aspen Grove,7
4555,B01020,2026-06-05,Alex,Sunset Ridge,2
4556,B01020,2026-03-26,Morgan,Wetlands,10
4557,B01020,2026-01-17,Quinn,Sunset Ridge,5
4558,B00486,2026-03-28,Casey,Canyon Overlook,1
4559,B00486,2026-04-26,Alex,Rocky Pass,8
4560,B00486,2026-05-21,Jordan,Lake Edge,1
4561,B00486,2026-03-25,Taylor,Wetlands,4
4562,B00486,2026-04-27,Taylor,Sunset Ridge,6
4563,B01427,2026-04-13,Casey,Sunset Ridge,7
4564,B01427,2026-01-01,Alex,Lake Edge,2
4565,B01427,2026-05-21,Riley,Aspen Grove,6
4566,B01427,2026-03-04,Morgan,Pine Lookout,11
4567,B01427,2026-01-02,Jordan,Wetlands,3
4568,B01303,2026-04-15,Riley,Canyon Overlook,9
4569,B01303,2026-05-27,Morgan,Sunset Ridge,1
4570,B01303,2026-03-28,Alex,Aspen Grove,5
4571,B01303,2026-04-13,Alex,Cliff Basin,10
4572,B01303,2026-01-08,Riley,Sunset Ridge,7
4573,B01315,2026-01-17,Quinn,Wetlands,2
4574,B01315,2026-03-18,Alex,Aspen Grove,1
4575,B01315,2026-06-10,Riley,Aspen Grove,10
4576,B01315,2026-04-17,Jordan,Canyon Overlook,7
4577,B01315,2026-06-02,Taylor,Pine Lookout,1
4578,B01315,2026-02-11,Sam,Sunset Ridge,3
4579,B00143,2026-06-13,Riley,Sunset Ridge,7
4580,B00143,2026-04-18,Casey,Sunset Ridge,7
4581,B00143,2026-03-16,Sam,Lake Edge,9
4582,B00143,2026-02-13,Sam,Rocky Pass,6
4583,B00143,2026-06-01,Casey,Lake Edge,4
4584,B00143,2026-01-25,Taylor,Lake Edge,4
4585,B00143,2026-03-18,Quinn,Lake Edge,7
4586,B01007,2026-03-21,Casey,Lake Edge,4
4587,B01007,2026-01-23,Taylor,Wetlands,7
4588,B01007,2026-05-06,Quinn,Aspen Grove,10
4589,B01007,2026-04-13,Quinn,Wetlands,3
4590,B01051,2026-04-28,Morgan,Canyon Overlook,1
4591,B01051,2026-05-04,Jordan,Sunset Ridge,7
4592,B01051,2026-06-15,Alex,Pine Lookout,2
4593,B01051,2026-01-09,Morgan,Sunset Ridge,5
4594,B01051,2026-02-18,Taylor,Pine Lookout,7
4595,B00010,2026-06-01,Taylor,Lake Edge,5
4596,B00010,2026-05-25,Morgan,Cliff Basin,5
4597,B00010,2026-03-28,Riley,Sunset Ridge,3
4598,B00010,2026-04-11,Alex,Pine Lookout,2
4599,B00010,2026-03-24,Quinn,Pine Lookout,4
4600,B00779,2026-04-17,Taylor,Rocky Pass,8
4601,B00779,2026-06-23,Jordan,Pine Lookout,1
4602,B00779,2026-02-11,Riley,Cliff Basin,8
4603,B00779,2026-03-13,Taylor,Canyon Overlook,6
4604,B00779,2026-05-27,Riley,Lake Edge,7
4605,B00779,2026-01-17,Jordan,Aspen Grove,7
4606,B01011,2026-02-09,Morgan,Rocky Pass,6
4607,B01011,2026-05-02,Morgan,Aspen Grove,10
4608,B01011,2026-05-20,Morgan,Lake Edge,5
4609,B01011,2026-06-15,Alex,Lake Edge,1
4610,B01356,2026-01-01,Riley,Rocky Pass,5
4611,B01356,2026-04-30,Riley,Canyon Overlook,3
4612,B01356,2026-03-15,Sam,Rocky Pass,10
4613,B01356,2026-03-26,Riley,Pine Lookout,7
4614,B01449,2026-01-15,Quinn,Pine Lookout,8
4615,B01449,2026-04-03,Morgan,Lake Edge,3
4616,B01449,2026-06-03,Morgan,Pine Lookout,5
4617,B01449,2026-05-16,Jordan,Pine Lookout,5
4618,B01449,2026-01-05,Riley,Canyon Overlook,9
4619,B01449,2026-04-02,Alex,Aspen Grove,2
4620,B01449,2026-01-11,Morgan,Wetlands,8
4621,B00835,2026-01-10,Morgan,Lake Edge,9
4622,B00835,2026-06-20,Jordan,Aspen Grove,10
4623,B00835,2026-03-22,Taylor,Canyon Overlook,1
4624,B00835,2026-02-27,Sam,Aspen Grove,2
4625,B01472,2026-01-14,Riley,Cliff Basin,3
4626,B01472,2026-03-01,Taylor,Aspen Grove,8
4627,B01472,2026-06-21,Casey,Aspen Grove,9
4628,B01472,2026-04-05,Morgan,Sunset Ridge,1
4629,B01472,2026-01-10,Riley,Rocky Pass,10
4630,B01472,2026-04-06,Jordan,Rocky Pass,7
4631,B01472,2026-05-12,Sam,Cliff Basin,5
4632,B01083,2026-02-20,Morgan,Rocky Pass,10
4633,B01083,2026-01-05,Alex,Canyon Overlook,10
4634,B01083,2026-03-22,Riley,Pine Lookout,10
4635,B01083,2026-06-17,Taylor,Cliff Basin,1
4636,B01083,2026-05-09,Sam,Wetlands,2
4637,B01083,2026-02-28,Casey,Canyon Overlook,3
4638,B01589,2026-04-13,Alex,Pine Lookout,4
4639,B01589,2026-06-16,Casey,Sunset Ridge,7
4640,B01589,2026-06-03,Riley,Sunset Ridge,2
4641,B01589,2026-01-07,Quinn,Canyon Overlook,4
4642,B01589,2026-01-21,Quinn,Rocky Pass,5
4643,B01589,2026-06-26,Jordan,Aspen Grove,9
4644,B01589,2026-01-28,Sam,Lake Edge,4
4645,B00781,2026-02-07,Jordan,Sunset Ridge,5
4646,B00781,2026-05-24,Alex,Rocky Pass,4
4647,B00781,2026-05-20,Quinn,Sunset Ridge,2
4648,B00781,2026-06-12,Quinn,Cliff Basin,9
4649,B00781,2026-03-20,Jordan,Rocky Pass,10
4650,B00583,2026-03-17,Riley,Rocky Pass,2
4651,B00583,2026-02-14,Quinn,Lake Edge,10
4652,B00583,2026-02-10,Morgan,Lake Edge,1
4653,B00583,2026-03-25,Taylor,Sunset Ridge,8
4654,B00583,2026-03-09,Alex,Rocky Pass,5
4655,B00583,2026-05-04,Quinn,Sunset Ridge,9
4656,B00583,2026-04-30,Riley,Canyon Overlook,10
4657,B01586,2026-01-14,Riley,Pine Lookout,8
4658,B01586,2026-01-12,Jordan,Canyon Overlook,8
4659,B01586,2026-01-18,Quinn,Cliff Basin,5
4660,B01586,2026-04-02,Morgan,Lake Edge,10
4661,B00999,2026-06-06,Quinn,Pine Lookout,4
4662,B00999,2026-05-13,Jordan,Wetlands,11
4663,B00999,2026-04-10,Taylor,Wetlands,9
4664,B00999,2026-01-13,Sam,Rocky Pass,6
4665,B00999,2026-04-02,Sam,Rocky Pass,10
4666,B00999,2026-06-02,Morgan,Sunset Ridge,9
4667,B00999,2026-03-31,Riley,Pine Lookout,11
4668,B00628,2026-06-08,Casey,Aspen Grove,7
4669,B00628,2026-06-17,Alex,Wetlands,8
4670,B00628,2026-01-04,Taylor,Sunset Ridge,7
4671,B00628,2026-06-28,Taylor,Pine Lookout,9
4672,B00628,2026-04-22,Jordan,Wetlands,7
4673,B00786,2026-06-27,Sam,Wetlands,5
4674,B00786,2026-05-14,Jordan,Lake Edge,8
4675,B00786,2026-05-30,Morgan,Lake Edge,8
4676,B00786,2026-04-23,Morgan,Wetlands,7
4677,B00786,2026-03-09,Sam,Cliff Basin,11
4678,B00786,2026-02-26,Taylor,Cliff Basin,7
4679,B00786,2026-03-03,Taylor,Sunset Ridge,1
4680,B01450,2026-02-06,Alex,Rocky Pass,5
4681,B01450,2026-03-12,Alex,Rocky Pass,3
4682,B01450,2026-02-13,Riley,Cliff Basin,3
4683,B01450,2026-04-23,Quinn,Aspen Grove,11
4684,B00386,2026-05-20,Alex,Rocky Pass,11
4685,B00386,2026-06-12,Taylor,Aspen Grove,4
4686,B00386,2026-02-06,Riley,Canyon Overlook,4
4687,B00386,2026-06-27,Sam,Wetlands,3
4688,B00386,2026-05-25,Sam,Canyon Overlook,9
4689,B00386,2026-03-06,Casey,Aspen Grove,7
4690,B00386,2026-04-21,Casey,Aspen Grove,10
4691,B00654,2026-03-12,Taylor,Wetlands,7
4692,B00654,2026-02-01,Casey,Lake Edge,7
4693,B00654,2026-05-24,Taylor,Pine Lookout,8
4694,B00654,2026-02-02,Sam,Pine Lookout,9
4695,B00654,2026-01-14,Riley,Aspen Grove,7
4696,B00654,2026-03-17,Casey,Wetlands,11
4697,B00846,2026-03-06,Jordan,Canyon Overlook,6
4698,B00846,2026-03-21,Quinn,Wetlands,1
4699,B00846,2026-02-09,Jordan,Cliff Basin,2
4700,B00846,2026-03-26,Morgan,Cliff Basin,3
4701,B00846,2026-02-03,Casey,Wetlands,9
4702,B00846,2026-01-09,Morgan,Pine Lookout,4
4703,B01546,2026-05-23,Jordan,Wetlands,6
4704,B01546,2026-02-04,Sam,Lake Edge,3
4705,B01546,2026-01-27,Alex,Rocky Pass,6
4706,B01546,2026-04-21,Alex,Canyon Overlook,8
4707,B01546,2026-03-03,Jordan,Aspen Grove,9
4708,B01546,2026-02-13,Taylor,Rocky Pass,5
4709,B01546,2026-01-22,Riley,Sunset Ridge,10
4710,B00616,2026-06-09,Casey,Lake Edge,3
4711,B00616,2026-02-18,Jordan,Aspen Grove,2
4712,B00616,2026-05-29,Morgan,Rocky Pass,9
4713,B00616,2026-06-18,Quinn,Wetlands,4
4714,X00001,2026-05-06,Jordan,Sunset Ridge,4
4715,X00001,2026-03-15,Quinn,Canyon Overlook,6
4716,X00001,2026-01-07,Casey,Sunset Ridge,9
4717,X00001,2026-06-20,Morgan,Cliff Basin,2
4718,X00001,2026-04-09,Alex,Aspen Grove,2
4719,X00001,2026-05-27,Riley,Wetlands,4
4720,X00001,2026-03-23,Alex,Cliff Basin,5
4721,X00002,2026-05-01,Taylor,Sunset Ridge,5
4722,X00002,2026-04-19,Morgan,Lake Edge,3
4723,X00002,2026-02-08,Morgan,Wetlands,1
4724,X00002,2026-06-28,Taylor,Canyon Overlook,4
4725,X00002,2026-04-26,Riley,Aspen Grove,10
4726,X00002,2026-02-16,Riley,Canyon Overlook,9
4727,X00002,2026-05-18,Casey,Pine Lookout,7
4728,X00003,2026-05-02,Jordan,Rocky Pass,4
4729,X00003,2026-04-11,Taylor,Rocky Pass,11
4730,X00003,2026-04-26,Sam,Canyon Overlook,9
4731,X00003,2026-02-02,Riley,Rocky Pass,9
4732,X00003,2026-03-26,Quinn,Lake Edge,3
4733,X00003,2026-05-03,Riley,Wetlands,10
4734,X00004,2026-04-21,Taylor,Pine Lookout,4
4735,X00004,2026-05-02,Taylor,Wetlands,10
4736,X00004,2026-06-12,Morgan,Pine Lookout,1
4737,X00004,2026-02-13,Jordan,Cliff Basin,6
4738,X00005,2026-05-24,Sam,Cliff Basin,10
4739,X00005,2026-06-18,Morgan,Lake Edge,8
4740,X00005,2026-06-25,Sam,Lake Edge,1
4741,X00005,2026-02-22,Riley,Rocky Pass,3
4742,X00005,2026-01-11,Sam,Canyon Overlook,3
4743,X00005,2026-02-24,Morgan,Lake Edge,4
4744,X00005,2026-06-06,Jordan,Lake Edge,11
4745,X00006,2026-02-16,Riley,Canyon Overlook,4
4746,X00006,2026-03-26,Alex,Cliff Basin,1
4747,X00006,2026-04-11,Sam,Pine Lookout,11
4748,X00006,2026-03-28,Jordan,Aspen Grove,9
4749,X00007,2026-01-12,Jordan,Lake Edge,2
4750,X00007,2026-02-02,Morgan,Rocky Pass,10
4751,X00007,2026-06-26,Casey,Cliff Basin,10
4752,X00007,2026-05-02,Morgan,Sunset Ridge,2
4753,X00008,2026-02-21,Quinn,Sunset Ridge,6
4754,X00008,2026-02-08,Riley,Cliff Basin,8
4755,X00008,2026-05-12,Quinn,Pine Lookout,6
4756,X00008,2026-03-04,Taylor,Pine Lookout,6
4757,X00008,2026-05-25,Alex,Cliff Basin,8
4758,X00008,2026-06-15,Sam,Wetlands,2
4759,X00009,2026-03-11,Sam,Lake Edge,7
4760,X00009,2026-02-04,Taylor,Wetlands,5
4761,X00009,2026-01-23,Alex,Sunset Ridge,8
4762,X00009,2026-01-28,Taylor,Pine Lookout,4
4763,X00009,2026-01-14,Jordan,Wetlands,9
4764,X00009,2026-04-17,Morgan,Wetlands,5
4765,X00009,2026-06-24,Riley,Rocky Pass,4
4766,X00010,2026-03-25,Alex,Cliff Basin,8
4767,X00010,2026-02-21,Jordan,Wetlands,6
4768,X00010,2026-04-07,Jordan,Canyon Overlook,1
4769,X00010,2026-05-12,Quinn,Cliff Basin,10
4770,X00010,2026-05-19,Jordan,Cliff Basin,4
4771,X00011,2026-03-19,Alex,Lake Edge,11
4772,X00011,2026-02-24,Alex,Lake Edge,7
4773,X00011,2026-06-01,Casey,Lake Edge,1
4774,X00011,2026-01-18,Quinn,Wetlands,7
4775,X00011,2026-04-12,Alex,Lake Edge,1
4776,X00011,2026-02-17,Quinn,Sunset Ridge,7
4777,X00011,2026-06-21,Taylor,Lake Edge,11
4778,X00012,2026-03-18,Sam,Rocky Pass,7
4779,X00012,2026-03-17,Quinn,Cliff Basin,2
4780,X00012,2026-04-01,Taylor,Pine Lookout,2
4781,X00012,2026-01-16,Morgan,Aspen Grove,11
4782,X00012,2026-01-17,Alex,Wetlands,4
4783,X00012,2026-06-18,Quinn,Rocky Pass,9
4784,X00013,2026-05-29,Taylor,Lake Edge,10
4785,X00013,2026-06-15,Taylor,Sunset Ridge,8
4786,X00013,2026-05-20,Casey,Sunset Ridge,4
4787,X00013,2026-06-07,Casey,Canyon Overlook,2
4788,X00013,2026-03-27,Quinn,Aspen Grove,1
4789,X00014,2026-04-26,Casey,Sunset Ridge,10
4790,X00014,2026-02-27,Jordan,Pine Lookout,4
4791,X00014,2026-05-12,Sam,Cliff Basin,1
4792,X00014,2026-06-13,Morgan,Rocky Pass,2
4793,X00014,2026-06-02,Taylor,Wetlands,1
4794,X00014,2026-02-20,Sam,Canyon Overlook,3
4795,X00014,2026-03-01,Casey,Wetlands,2
4796,X00015,2026-02-16,Casey,Canyon Overlook,3
4797,X00015,2026-03-25,Jordan,Cliff Basin,1
4798,X00015,2026-02-17,Morgan,Canyon Overlook,3
4799,X00015,2026-04-26,Morgan,Cliff Basin,11
4800,X00016,2026-02-21,Casey,Sunset Ridge,10
4801,X00016,2026-01-12,Casey,Lake Edge,8
4802,X00016,2026-03-11,Sam,Lake Edge,4
4803,X00016,2026-02-04,Jordan,Lake Edge,1
4804,X00016,2026-04-15,Quinn,Rocky Pass,8
4805,X00017,2026-03-06,Morgan,Aspen Grove,9
4806,X00017,2026-05-14,Morgan,Lake Edge,4
4807,X00017,2026-03-30,Alex,Pine Lookout,11
4808,X00017,2026-05-21,Taylor,Aspen Grove,3
4809,X00018,2026-04-02,Alex,Pine Lookout,1
4810,X00018,2026-05-24,Morgan,Lake Edge,9
4811,X00018,2026-02-09,Quinn,Rocky Pass,11
4812,X00018,2026-03-25,Quinn,Rocky Pass,9
4813,X00018,2026-04-05,Casey,Lake Edge,2
4814,X00018,2026-01-03,Riley,Aspen Grove,4
4815,X00019,2026-03-30,Quinn,Cliff Basin,2
4816,X00019,2026-03-31,Taylor,Aspen Grove,3
4817,X00019,2026-06-21,Riley,Cliff Basin,11
4818,X00019,2026-06-20,Jordan,Aspen Grove,6
4819,X00020,2026-03-08,Jordan,Pine Lookout,8
4820,X00020,2026-02-28,Sam,Sunset Ridge,11
4821,X00020,2026-03-25,Taylor,Sunset Ridge,6
4822,X00020,2026-02-17,Jordan,Wetlands,4
4823,X00020,2026-06-13,Quinn,Aspen Grove,6
4824,X00020,2026-03-11,Taylor,Lake Edge,7
4825,X00021,2026-01-11,Sam,Lake Edge,8
4826,X00021,2026-01-10,Sam,Wetlands,5
4827,X00021,2026-02-04,Taylor,Rocky Pass,7
