ship_date,order_id,carrier,shipment_id,origin_state,shipping_cost,service_level,dest_state
2025-01-19,ORD0001411,dhl,SHP000242,CA,36.69,ground,WA
2025-06-25,ORD0000968,fedex,SHP001357,AZ,15.1,ground,FL
2025-05-31,ORD0001964,usps,SHP000132,CA,33.91,ground,FL
2025-10-20,ORD0000438,fedex,SHP001251,TX,24.35,ground,CA
2025-06-07,ORD0000361,usps,SHP001529,CO,40.21,ground,CA
2025-08-10,ORD0001254,dhl,SHP001616,IL,30.51,2_day,CO
2025-11-25,ORD0002123,dhl,SHP001155,TX,22.1,ground,FL
2025-02-02,ORD0001387,ups,SHP000235,AZ,6.47,ground,TX
2025-07-28,ORD0002159,ups,SHP001460,FL,21.18,ground,CA
2025-04-19,ORD0001042,ups,SHP001781,CO,36.3,ground,CA
2025-10-19,ORD0000257,usps,SHP000715,TX,4.47,ground,TX
2025-10-22,ORD0000086,dhl,SHP001354,IL,22.41,ground,AZ
2025-02-07,ORD0000895,usps,SHP001262,NY,27.7,2_day,IL
2025-09-22,ORD0002026,fedex,SHP001208,CO,10.08,ground,CO
2025-10-05,ORD0000401,ups,SHP001250,CO,38.1,ground,NY
2025-03-21,ORD0000576,fedex,SHP001559,AZ,35.52,ground,NY
2025-04-02,ORD0000263,fedex,SHP000048,TX,5.37,ground,WA
2025-08-21,ORD0002169,ups,SHP001356,WA,6.62,2_day,WA
2025-10-13,ORD0000641,fedex,SHP001270,NY,24.5,ground,IL
2025-11-22,ORD0001526,dhl,SHP001790,AZ,33.32,ground,CA
2025-02-21,ORD0001736,ups,SHP000659,AZ,31.72,2_day,WA
2025-10-15,ORD0000725,usps,SHP000799,IL,28.41,2_day,AZ
2025-02-03,ORD0002122,dhl,SHP000684,AZ,37.15,ground,FL
2025-05-27,ORD0000562,usps,SHP001793,IL,14.86,ground,AZ
2025-11-06,ORD0001273,fedex,SHP000237,TX,21.7,2_day,CO
2025-09-27,ORD0001152,ups,SHP001365,AZ,28.71,2_day,TX
2025-06-27,ORD0002016,fedex,SHP001565,CO,27.53,ground,CA
2025-09-22,ORD0000181,ups,SHP001345,TX,40.75,2_day,CO
2025-06-07,ORD0000169,usps,SHP001022,CO,36.84,ground,TX
2025-01-11,ORD0002199,fedex,SHP000413,NY,34.42,ground,IL
2025-04-08,ORD0001532,usps,SHP000791,NY,38.78,ground,TX
2025-11-14,ORD0002157,dhl,SHP000988,WA,24.41,ground,FL
2025-07-22,ORD0001180,fedex,SHP000401,AZ,16.25,ground,CO
2025-07-30,ORD0000724,ups,SHP000912,IL,19.38,ground,NY
2025-07-06,ORD0001165,ups,SHP001665,TX,16.93,ground,AZ
2025-12-03,ORD0000150,ups,SHP001414,IL,32.31,ground,CO
2025-03-06,ORD0001548,ups,SHP000125,FL,43.58,ground,IL
2025-12-01,ORD0000424,dhl,SHP000019,WA,6.94,ground,NY
2025-10-04,ORD0000038,ups,SHP001011,TX,12.08,ground,IL
2025-02-14,ORD0000937,ups,SHP000312,IL,28.66,ground,FL
2025-11-16,ORD0001364,usps,SHP000943,FL,29.65,2_day,AZ
2025-05-09,ORD0000995,ups,SHP000071,WA,27.56,ground,WA
2025-05-03,ORD0001562,ups,SHP001337,AZ,34.2,2_day,FL
2025-05-21,ORD0000440,fedex,SHP000528,IL,33.68,ground,WA
2025-07-29,ORD0001064,fedex,SHP000876,FL,11.73,ground,FL
2025-07-10,ORD0001523,ups,SHP000119,AZ,14.72,ground,AZ
2025-09-11,ORD0001855,usps,SHP000858,CA,5.89,2_day,CA
2025-08-02,ORD0001580,fedex,SHP001317,FL,13.45,ground,TX
2025-10-04,ORD0001872,dhl,SHP001259,FL,12.08,ground,FL
2025-06-16,ORD0000178,usps,SHP001270,FL,28.66,ground,TX
2025-02-05,ORD0000895,ups,SHP000424,FL,20.8,ground,IL
2025-04-13,ORD0000853,usps,SHP001159,CA,43.22,ground,WA
2025-09-05,ORD0000520,fedex,SHP000601,TX,44.12,ground,CA
2025-08-31,ORD0001382,ups,SHP001051,WA,35.65,ground,WA
2025-05-26,ORD0001504,ups,SHP001766,IL,15.85,ground,IL
2025-01-08,ORD0000944,dhl,SHP000908,TX,25.16,2_day,CA
2025-12-15,ORD0001204,ups,SHP001603,CA,38.04,2_day,AZ
2025-01-10,ORD0001691,fedex,SHP000525,WA,27.49,ground,AZ
2025-11-27,ORD0001723,fedex,SHP001491,CA,27.32,ground,WA
2025-11-18,ORD0001434,ups,SHP000363,FL,16.52,overnight,AZ
2025-03-17,ORD0002127,fedex,SHP000974,CA,12.92,2_day,CA
2025-08-02,ORD0000090,dhl,SHP001145,IL,37.24,ground,AZ
2025-01-28,ORD0000469,ups,SHP000027,TX,4.07,ground,FL
2025-03-28,ORD0001754,usps,SHP000474,CO,11.03,ground,TX
2025-07-26,ORD0002164,fedex,SHP000607,TX,25.25,2_day,NY
2025-04-27,ORD0001574,fedex,SHP000815,IL,5.39,ground,FL
2025-01-16,ORD0001822,usps,SHP000805,AZ,44.21,2_day,FL
2025-08-20,ORD0001386,fedex,SHP000351,CO,9.07,ground,CO
2025-08-14,ORD0000070,usps,SHP000926,TX,22.62,ground,NY
2025-02-24,ORD0001667,usps,SHP001632,CA,11.88,ground,WA
2025-11-18,ORD0000591,ups,SHP000428,IL,13.14,ground,TX
2025-07-31,ORD0001488,ups,SHP000767,AZ,4.52,ground,WA
2025-09-13,ORD0002172,fedex,SHP000819,CO,40.58,ground,CA
2025-05-22,ORD0000154,usps,SHP001457,CA,11.24,ground,AZ
2025-03-10,ORD0001538,fedex,SHP000346,CO,29.45,2_day,NY
2025-10-08,ORD0001321,fedex,SHP000864,AZ,33.42,overnight,NY
2025-11-21,ORD0001142,usps,SHP001509,TX,4.03,ground,IL
2025-03-25,ORD0001552,fedex,SHP001159,CO,28.15,ground,FL
2025-12-11,ORD0000712,fedex,SHP001689,CA,19.09,ground,WA
2025-02-25,ORD0002000,usps,SHP000350,IL,15.32,ground,CA
2025-02-18,ORD0000452,usps,SHP001222,TX,8.76,ground,AZ
2025-04-07,ORD0001467,ups,SHP000377,CO,6.61,overnight,CO
2025-11-17,ORD0001500,ups,SHP000660,IL,21.1,ground,TX
2025-06-25,ORD0000241,usps,SHP000793,WA,43.68,2_day,IL
2025-10-18,ORD0002105,usps,SHP000365,AZ,32.58,ground,NY
2025-09-24,ORD0001126,usps,SHP000748,CA,39.08,ground,NY
2025-01-01,ORD0001871,ups,SHP001260,AZ,43.84,ground,NY
2025-09-22,ORD0001785,usps,SHP001690,WA,14.3,ground,NY
2025-05-16,ORD0000532,ups,SHP001164,AZ,24.01,ground,CO
2025-10-02,ORD0001610,ups,SHP000597,FL,43.66,ground,NY
2025-05-17,ORD0000350,fedex,SHP001534,FL,40.2,2_day,NY
2025-06-18,ORD0001324,usps,SHP001574,WA,15.64,ground,CA
2025-07-30,ORD0002149,usps,SHP000945,WA,43.11,2_day,CO
2025-12-07,ORD0001397,ups,SHP000368,NY,43.35,ground,AZ
2025-11-14,ORD0000745,ups,SHP000043,NY,41.51,ground,CA
2025-08-23,ORD0000809,ups,SHP000094,NY,31.5,2_day,NY
2025-09-25,ORD0001200,ups,SHP000347,TX,16.79,ground,AZ
2025-08-09,ORD0001623,ups,SHP001500,NY,35.9,ground,CO
2025-01-23,ORD0002035,ups,SHP000942,AZ,30.4,2_day,IL
2025-04-18,ORD0000121,ups,SHP000791,WA,33.87,ground,AZ
2025-09-28,ORD0002118,ups,SHP000506,FL,5.79,ground,TX
2025-08-14,ORD0000492,fedex,SHP001041,WA,23.22,ground,FL
2025-02-19,ORD0001255,fedex,SHP001356,TX,15.97,ground,NY
2025-04-09,ORD0000027,ups,SHP000996,FL,40.98,overnight,CA
2025-05-14,ORD0000824,dhl,SHP000863,CO,7.57,2_day,TX
2025-12-09,ORD0001678,fedex,SHP001200,AZ,20.36,ground,NY
2025-07-04,ORD0001390,ups,SHP000724,AZ,31.36,ground,CO
2025-07-31,ORD0001412,usps,SHP000703,CA,33.94,ground,TX
2025-03-16,ORD0001430,fedex,SHP001243,FL,15.49,ground,FL
2025-12-16,ORD0000919,fedex,SHP000898,CA,8.79,ground,FL
2025-04-18,ORD0001114,ups,SHP000215,CO,37.53,ground,TX
2025-05-05,ORD0001835,ups,SHP000633,CO,18.55,ground,WA
2025-10-01,ORD0001720,ups,SHP001737,NY,16.21,ground,FL
2025-09-03,ORD0000872,usps,SHP001232,CA,37.49,ground,IL
2025-09-18,ORD0001779,ups,SHP000673,FL,13.26,2_day,CA
2025-08-28,ORD0002010,usps,SHP000475,FL,5.22,2_day,NY
2025-09-15,ORD0000454,ups,SHP001371,IL,42.98,ground,FL
2025-07-05,ORD0000645,fedex,SHP001380,NY,29.11,ground,NY
2025-03-25,ORD0000053,usps,SHP001531,WA,24.66,ground,CO
2025-11-19,ORD0001356,fedex,SHP001211,WA,11.55,ground,CA
2025-01-14,ORD0000472,ups,SHP000688,CA,6.65,ground,IL
2025-10-10,ORD0001624,ups,SHP001497,TX,40.23,ground,FL
2025-02-25,ORD0000580,usps,SHP001036,TX,31.24,ground,WA
2025-03-27,ORD0000724,fedex,SHP000957,NY,20.37,ground,IL
2025-03-19,ORD0000837,ups,SHP001089,WA,6.25,ground,FL
2025-06-23,ORD0001705,dhl,SHP001160,AZ,20.96,ground,IL
2025-09-25,ORD0001816,fedex,SHP000048,AZ,4.54,2_day,IL
2025-05-31,ORD0000110,ups,SHP001697,CO,42.81,ground,CA
2025-04-04,ORD0002091,fedex,SHP000348,IL,25.76,ground,FL
2025-11-10,ORD0001133,usps,SHP001444,CO,37.78,ground,FL
2025-11-13,ORD0001596,usps,SHP001543,FL,24.34,ground,TX
2025-07-13,ORD0001528,usps,SHP001213,FL,39.1,ground,AZ
2025-07-29,ORD0000625,dhl,SHP001755,FL,26.31,ground,NY
2025-10-02,ORD0001473,dhl,SHP000547,CO,7.96,ground,TX
2025-10-03,ORD0001451,fedex,SHP001646,NY,6.84,ground,AZ
2025-08-24,ORD0000265,ups,SHP001143,CA,21.64,ground,FL
2025-03-14,ORD0000931,dhl,SHP001687,CA,26.84,overnight,FL
2025-11-21,ORD0000066,fedex,SHP000217,CA,35.03,ground,NY
2025-09-28,ORD0000608,fedex,SHP000440,NY,39.28,2_day,CO
2025-11-23,ORD0000004,dhl,SHP001449,NY,30.96,ground,WA
2025-06-23,ORD0000291,usps,SHP000030,FL,22.06,overnight,CA
2025-01-12,ORD0000999,fedex,SHP000885,WA,4.66,ground,NY
2025-10-13,ORD0001666,dhl,SHP001243,AZ,32.02,ground,IL
2025-12-08,ORD0000385,ups,SHP000946,CO,5.32,ground,CA
2025-03-05,ORD0000323,dhl,SHP000041,TX,17.62,ground,AZ
2025-03-11,ORD0001497,fedex,SHP001775,NY,29.26,ground,FL
2025-10-17,ORD0001485,fedex,SHP001515,WA,38.71,ground,CA
2025-07-07,ORD0001337,ups,SHP000517,CA,38.3,ground,CA
2025-01-17,ORD0001932,dhl,SHP001024,AZ,10.87,ground,FL
2025-03-25,ORD0001869,usps,SHP001055,IL,29.62,ground,CA
2025-11-14,ORD0001340,ups,SHP000945,TX,32.43,ground,CO
2025-07-26,ORD0001328,usps,SHP000409,CA,38.03,2_day,NY
2025-11-21,ORD0001419,usps,SHP001661,CO,14.94,ground,FL
2025-06-22,ORD0000663,ups,SHP000884,FL,21.12,ground,CO
2025-04-08,ORD0000111,usps,SHP001705,FL,8.39,ground,IL
2025-10-10,ORD0001542,usps,SHP000873,AZ,21.39,ground,CA
2025-09-29,ORD0000057,ups,SHP000307,FL,25.04,ground,WA
2025-04-07,ORD0001595,ups,SHP000835,CA,29.43,ground,CA
2025-03-30,ORD0000014,usps,SHP001726,IL,8.49,ground,TX
2025-11-12,ORD0000256,usps,SHP001111,CA,27.84,ground,CA
2025-10-31,ORD0002132,ups,SHP001164,IL,35.89,ground,FL
2025-03-15,ORD0001866,usps,SHP000740,IL,43.31,ground,IL
2025-05-08,ORD0000392,fedex,SHP000885,AZ,9.73,2_day,WA
2025-04-20,ORD0000333,ups,SHP000674,CO,42.31,ground,TX
2025-01-07,ORD0002161,usps,SHP001075,WA,42.48,2_day,FL
2025-07-10,ORD0000207,usps,SHP001735,CA,27.24,ground,AZ
2025-10-10,ORD0000796,fedex,SHP001151,CO,18.48,ground,FL
2025-04-12,ORD0001656,usps,SHP000741,IL,36.51,ground,AZ
2025-11-25,ORD0000191,ups,SHP000311,NY,40.87,ground,AZ
2025-11-02,ORD0000142,fedex,SHP001704,CO,7.25,ground,AZ
2025-09-16,ORD0000222,fedex,SHP001652,CO,23.65,ground,TX
2025-06-14,ORD0000543,fedex,SHP001327,FL,19.7,ground,NY
2025-06-15,ORD0001387,ups,SHP001766,FL,12.65,ground,TX
2025-10-15,ORD0000829,fedex,SHP000678,AZ,6.57,ground,CO
2025-07-24,ORD0000501,fedex,SHP001344,CO,30.16,ground,FL
2025-08-29,ORD0000963,ups,SHP001685,CA,9.03,ground,TX
2025-03-11,ORD0001427,ups,SHP000538,TX,42.87,ground,AZ
2025-12-29,ORD0000883,usps,SHP001663,CO,11.5,ground,TX
2025-02-21,ORD0000775,dhl,SHP000333,AZ,20.62,ground,CO
2025-10-16,ORD0001234,fedex,SHP001340,CO,29.48,ground,CA
2025-02-26,ORD0002046,fedex,SHP001086,AZ,42.13,ground,AZ
2025-09-22,ORD0001645,ups,SHP001010,IL,31.02,ground,FL
2025-02-16,ORD0000364,fedex,SHP001259,WA,6.12,2_day,TX
2025-04-09,ORD0000876,fedex,SHP000588,NY,8.7,2_day,FL
2025-09-05,ORD0001676,dhl,SHP000846,FL,42.41,2_day,CO
2025-07-27,ORD0000783,ups,SHP000483,CO,37.87,ground,FL
2025-10-09,ORD0001847,usps,SHP001616,TX,29.03,ground,IL
2025-11-06,ORD0000627,ups,SHP000262,CA,28.6,ground,CA
2025-12-03,ORD0000676,ups,SHP001449,IL,14.95,2_day,CO
2025-04-30,ORD0001242,fedex,SHP000470,TX,29.5,ground,NY
2025-11-16,ORD0000123,usps,SHP000234,TX,27.0,ground,FL
2025-11-26,ORD0000756,fedex,SHP001299,TX,42.22,ground,TX
2025-08-08,ORD0000942,usps,SHP001763,TX,20.8,ground,CO
2025-05-10,ORD0001764,fedex,SHP001581,CO,9.23,2_day,NY
2025-12-28,ORD0000727,fedex,SHP001749,CO,26.94,ground,TX
2025-10-05,ORD0001077,ups,SHP000598,IL,11.16,2_day,CA
2025-08-20,ORD0001573,dhl,SHP000837,AZ,24.29,overnight,CO
2025-06-21,ORD0001380,dhl,SHP000211,AZ,17.62,ground,TX
2025-11-11,ORD0000369,ups,SHP000393,FL,7.5,ground,CA
2025-06-14,ORD0002005,usps,SHP000846,TX,35.89,2_day,CO
2025-09-03,ORD0000197,fedex,SHP000653,FL,23.09,2_day,CA
2025-12-22,ORD0001622,usps,SHP001432,FL,27.47,ground,FL
2025-03-27,ORD0000591,ups,SHP000977,IL,37.45,ground,IL
2025-11-01,ORD0000558,usps,SHP000128,FL,36.16,ground,NY
2025-06-25,ORD0001829,ups,SHP001580,CO,29.16,ground,CA
2025-04-08,ORD0001648,usps,SHP001008,AZ,15.1,ground,FL
2025-05-31,ORD0000213,usps,SHP001111,CO,40.07,2_day,CA
2025-06-28,ORD0002159,ups,SHP000470,FL,9.6,ground,NY
2025-02-25,ORD0000290,fedex,SHP001611,IL,27.66,2_day,CA
2025-08-31,ORD0001046,usps,SHP000481,IL,29.17,ground,AZ
2025-06-17,ORD0001933,usps,SHP001119,IL,41.1,ground,WA
2025-07-13,ORD0001163,ups,SHP000867,CA,41.31,ground,CO
2025-09-28,ORD0000743,usps,SHP000578,FL,41.12,ground,AZ
2025-01-31,ORD0000532,ups,SHP001725,CO,41.92,ground,AZ
2025-04-23,ORD0000736,ups,SHP000233,CO,29.27,ground,FL
2025-02-27,ORD0001871,ups,SHP000567,WA,39.01,2_day,FL
2025-03-23,ORD0001466,fedex,SHP000443,CO,23.85,ground,CO
2025-01-01,ORD0001017,usps,SHP001333,FL,30.92,ground,TX
2025-01-14,ORD0001076,ups,SHP001221,CO,10.32,ground,IL
2025-12-29,ORD0000016,usps,SHP001446,TX,20.13,ground,IL
2025-03-16,ORD0000804,ups,SHP000509,NY,39.94,2_day,IL
2025-11-28,ORD0002144,usps,SHP001714,TX,36.9,ground,FL
2025-06-20,ORD0000134,usps,SHP001643,WA,13.92,ground,IL
2025-08-31,ORD0000384,usps,SHP000723,AZ,26.01,ground,WA
2025-11-08,ORD0002014,ups,SHP001380,FL,21.62,ground,NY
2025-02-15,ORD0000269,fedex,SHP001705,IL,35.88,2_day,FL
2025-10-18,ORD0000196,fedex,SHP001323,CO,25.65,2_day,NY
2025-04-26,ORD0002187,ups,SHP000250,TX,40.24,ground,FL
2025-10-26,ORD0001167,usps,SHP001769,IL,11.19,ground,AZ
2025-05-20,ORD0001321,fedex,SHP000233,AZ,38.09,ground,NY
2025-10-15,ORD0000402,fedex,SHP000348,NY,32.8,ground,WA
2025-05-08,ORD0001013,ups,SHP000388,IL,21.73,ground,NY
2025-01-16,ORD0002066,usps,SHP001656,IL,19.4,ground,AZ
2025-03-09,ORD0002158,ups,SHP000317,TX,27.14,ground,TX
2025-09-27,ORD0002105,ups,SHP000761,WA,38.99,ground,AZ
2025-12-07,ORD0000961,usps,SHP001544,AZ,29.34,2_day,NY
2025-10-09,ORD0000919,fedex,SHP001190,CO,19.3,overnight,IL
2025-06-07,ORD0000944,usps,SHP000623,CA,37.25,ground,NY
2025-05-16,ORD0000938,fedex,SHP001752,IL,39.52,ground,IL
2025-06-17,ORD0000844,usps,SHP001434,WA,42.27,2_day,NY
2025-08-23,ORD0000350,usps,SHP000323,CA,19.28,ground,CA
2025-07-03,ORD0001360,usps,SHP000168,IL,7.84,ground,FL
2025-03-26,ORD0002189,usps,SHP001593,IL,36.78,ground,CO
2025-10-11,ORD0001253,usps,SHP000561,IL,36.96,ground,FL
2025-01-13,ORD0001104,dhl,SHP001571,WA,33.46,ground,CO
2025-10-11,ORD0000735,ups,SHP000362,NY,40.9,ground,NY
2025-12-11,ORD0001818,ups,SHP001007,IL,25.22,ground,CO
2025-11-17,ORD0000221,usps,SHP001585,FL,44.02,2_day,NY
2025-06-22,ORD0000749,ups,SHP000793,IL,13.99,ground,TX
2025-07-01,ORD0000962,ups,SHP001727,WA,27.96,ground,FL
2025-07-10,ORD0000752,ups,SHP000822,CO,21.53,2_day,IL
2025-11-20,ORD0000109,ups,SHP001794,FL,19.48,ground,CA
2025-02-23,ORD0000234,ups,SHP001161,FL,31.06,ground,FL
2025-09-10,ORD0001466,ups,SHP001226,WA,14.55,ground,NY
2025-09-28,ORD0001667,usps,SHP000807,AZ,29.63,ground,CO
2025-11-14,ORD0000188,fedex,SHP001069,FL,13.93,2_day,AZ
2025-04-20,ORD0001408,ups,SHP001756,IL,19.06,ground,CA
2025-08-14,ORD0001447,ups,SHP001443,CO,6.39,ground,IL
2025-01-24,ORD0001866,ups,SHP001114,AZ,12.66,ground,WA
2025-07-31,ORD0000733,fedex,SHP001738,WA,43.12,ground,AZ
2025-03-11,ORD0000633,ups,SHP000403,IL,11.95,2_day,AZ
2025-09-26,ORD0000917,fedex,SHP001547,NY,15.21,overnight,NY
2025-11-25,ORD0002117,ups,SHP000105,WA,6.79,ground,WA
2025-04-12,ORD0000629,ups,SHP001387,WA,30.05,ground,NY
2025-03-08,ORD0001892,fedex,SHP000783,IL,30.86,ground,FL
2025-11-20,ORD0001753,ups,SHP000036,IL,16.8,ground,CO
2025-12-26,ORD0001809,fedex,SHP001364,AZ,37.86,2_day,NY
2025-05-12,ORD0001059,fedex,SHP001654,IL,7.17,ground,NY
2025-11-16,ORD0001783,usps,SHP001720,FL,24.35,2_day,AZ
2025-10-01,ORD0001382,fedex,SHP001348,IL,34.02,overnight,IL
2025-03-01,ORD0001628,dhl,SHP001134,TX,24.57,2_day,TX
2025-08-19,ORD0000455,ups,SHP000962,CA,31.09,ground,TX
2025-10-01,ORD0000064,dhl,SHP000952,NY,6.81,ground,IL
2025-03-21,ORD0000011,fedex,SHP000301,WA,8.13,ground,FL
2025-09-01,ORD0002016,fedex,SHP001039,IL,28.57,ground,WA
2025-05-30,ORD0000645,fedex,SHP001363,NY,7.76,ground,IL
2025-03-15,ORD0002069,ups,SHP001060,IL,34.79,ground,FL
2025-07-25,ORD0001437,dhl,SHP001191,TX,12.91,ground,AZ
2025-02-25,ORD0001727,ups,SHP000305,WA,7.3,ground,AZ
2025-10-09,ORD0002098,ups,SHP000614,NY,39.44,ground,IL
2025-10-31,ORD0000331,fedex,SHP000796,AZ,43.69,ground,IL
2025-05-20,ORD0001160,ups,SHP000133,AZ,33.89,ground,TX
2025-09-23,ORD0000822,fedex,SHP001165,FL,31.64,ground,FL
2025-03-21,ORD0000179,dhl,SHP001157,FL,28.26,2_day,NY
2025-11-03,ORD0000808,usps,SHP001042,CO,31.37,ground,WA
2025-10-25,ORD0000922,fedex,SHP001235,TX,18.51,ground,AZ
2025-07-31,ORD0000543,ups,SHP001070,CO,36.14,ground,CA
2025-01-29,ORD0001767,fedex,SHP001295,CO,36.6,ground,WA
2025-03-22,ORD0000051,ups,SHP000978,IL,20.84,ground,TX
2025-01-23,ORD0000209,fedex,SHP001598,TX,6.39,ground,IL
2025-04-15,ORD0001558,ups,SHP000751,WA,41.28,2_day,AZ
2025-07-18,ORD0001743,ups,SHP000549,AZ,25.69,overnight,FL
2025-09-21,ORD0000746,dhl,SHP000720,CA,15.14,ground,TX
2025-03-24,ORD0002030,usps,SHP001298,IL,11.45,ground,NY
2025-01-12,ORD0001899,fedex,SHP000010,AZ,9.15,2_day,AZ
2025-10-23,ORD0001395,dhl,SHP001310,WA,41.75,ground,CA
2025-07-24,ORD0000745,usps,SHP000752,AZ,20.33,2_day,IL
2025-09-15,ORD0000619,fedex,SHP000030,IL,10.17,ground,CO
2025-11-25,ORD0002069,usps,SHP001182,CA,7.0,ground,AZ
2025-06-23,ORD0001903,usps,SHP000706,AZ,7.04,ground,TX
2025-03-05,ORD0001977,fedex,SHP000641,NY,22.64,ground,AZ
2025-07-05,ORD0001160,ups,SHP000564,CO,31.11,ground,WA
2025-12-24,ORD0000408,ups,SHP001576,AZ,39.34,ground,IL
2025-03-13,ORD0001739,ups,SHP001532,TX,31.64,ground,WA
2025-10-18,ORD0001707,fedex,SHP000071,FL,41.08,ground,TX
2025-03-23,ORD0000426,dhl,SHP001383,CO,9.16,ground,CO
2025-11-17,ORD0000264,ups,SHP001219,FL,24.31,ground,WA
2025-05-30,ORD0001259,ups,SHP000051,FL,25.76,ground,CA
2025-01-03,ORD0001029,ups,SHP001380,TX,33.28,ground,CA
2025-02-06,ORD0000145,usps,SHP000971,CA,28.4,ground,WA
2025-06-03,ORD0000043,ups,SHP001146,FL,32.58,ground,NY
2025-07-19,ORD0001088,fedex,SHP001131,TX,34.75,ground,CO
2025-07-30,ORD0000265,ups,SHP000175,WA,32.18,ground,CA
2025-11-12,ORD0000605,usps,SHP001789,AZ,36.64,ground,TX
2025-08-18,ORD0001441,fedex,SHP001439,AZ,33.99,ground,IL
2025-03-02,ORD0000100,usps,SHP001763,NY,6.31,ground,WA
2025-04-03,ORD0002176,usps,SHP001425,IL,34.69,overnight,NY
2025-01-02,ORD0001324,ups,SHP001251,CA,17.4,2_day,WA
2025-04-27,ORD0000004,ups,SHP000980,CA,5.25,2_day,WA
2025-07-25,ORD0000485,fedex,SHP001503,NY,43.38,ground,AZ
2025-01-20,ORD0001210,ups,SHP001318,CO,21.24,ground,TX
2025-03-09,ORD0000566,ups,SHP000666,IL,42.25,ground,AZ
2025-04-16,ORD0001078,ups,SHP000696,AZ,10.47,ground,NY
2025-07-30,ORD0000387,usps,SHP000264,IL,15.46,ground,IL
2025-02-01,ORD0000793,usps,SHP000533,CO,6.02,ground,AZ
2025-05-15,ORD0000320,fedex,SHP000400,WA,9.42,ground,TX
2025-12-07,ORD0001384,usps,SHP000456,WA,26.97,ground,CA
2025-08-20,ORD0000998,fedex,SHP001700,CA,16.71,2_day,FL
2025-12-11,ORD0000686,dhl,SHP000078,FL,17.38,ground,AZ
2025-03-14,ORD0000186,ups,SHP000578,WA,32.0,ground,AZ
2025-07-28,ORD0000806,ups,SHP000458,FL,30.17,2_day,AZ
2025-05-08,ORD0001317,dhl,SHP000645,AZ,21.75,2_day,CA
2025-08-07,ORD0000617,usps,SHP001779,CA,39.54,ground,AZ
2025-03-30,ORD0001709,ups,SHP000523,NY,25.12,ground,AZ
2025-10-24,ORD0001793,fedex,SHP001460,IL,31.21,2_day,WA
2025-11-20,ORD0001965,fedex,SHP000834,WA,6.63,ground,WA
2025-10-12,ORD0001845,usps,SHP000049,WA,26.28,ground,CO
2025-08-09,ORD0000903,fedex,SHP000819,WA,34.5,ground,NY
2025-04-21,ORD0001422,ups,SHP000398,FL,29.2,ground,FL
2025-12-06,ORD0002007,ups,SHP001420,CO,19.16,ground,AZ
2025-07-16,ORD0001695,ups,SHP001609,FL,25.28,ground,AZ
2025-03-02,ORD0001356,ups,SHP000837,WA,42.85,2_day,WA
2025-01-25,ORD0000335,fedex,SHP001295,WA,14.2,ground,NY
2025-03-06,ORD0001129,ups,SHP001069,TX,42.68,2_day,TX
2025-05-19,ORD0000241,fedex,SHP001179,CA,27.34,ground,NY
2025-02-19,ORD0001514,fedex,SHP001474,TX,18.1,ground,IL
2025-01-21,ORD0001148,dhl,SHP000773,WA,4.48,2_day,FL
2025-03-16,ORD0000523,usps,SHP001140,NY,5.03,ground,NY
2025-12-12,ORD0000988,ups,SHP000734,TX,21.97,ground,NY
2025-06-18,ORD0000649,fedex,SHP000212,AZ,31.38,ground,CO
2025-10-24,ORD0002048,ups,SHP000235,NY,30.37,2_day,WA
2025-03-06,ORD0000373,fedex,SHP000575,CA,42.23,ground,IL
2025-10-03,ORD0001015,usps,SHP000451,CO,38.72,overnight,TX
2025-03-05,ORD0002081,fedex,SHP000892,NY,39.32,2_day,NY
2025-10-07,ORD0001297,ups,SHP000317,WA,24.42,ground,IL
2025-01-10,ORD0000984,usps,SHP000485,TX,6.08,2_day,NY
2025-02-18,ORD0002019,fedex,SHP000552,TX,23.79,2_day,FL
2025-02-21,ORD0000521,ups,SHP001768,NY,6.05,ground,FL
2025-06-13,ORD0000628,dhl,SHP000029,CO,27.45,ground,FL
2025-12-20,ORD0001010,usps,SHP001139,IL,9.31,ground,IL
2025-11-20,ORD0000730,ups,SHP001725,TX,28.3,ground,AZ
2025-12-28,ORD0001686,fedex,SHP001293,CO,44.23,2_day,NY
2025-03-29,ORD0000579,usps,SHP000258,TX,38.12,ground,NY
2025-12-21,ORD0000771,usps,SHP000820,CO,11.63,2_day,FL
2025-11-27,ORD0001364,usps,SHP000089,CA,32.11,ground,WA
2025-08-03,ORD0000768,ups,SHP001134,IL,25.23,ground,TX
2025-04-28,ORD0001394,ups,SHP001123,TX,38.33,ground,TX
2025-07-02,ORD0000003,fedex,SHP000963,TX,16.93,ground,AZ
2025-07-08,ORD0000288,fedex,SHP001020,CA,30.44,ground,CO
2025-03-11,ORD0001972,fedex,SHP000753,TX,15.39,ground,FL
2025-12-22,ORD0001526,ups,SHP000171,FL,10.26,ground,NY
2025-11-08,ORD0002185,fedex,SHP000674,FL,33.51,ground,AZ
2025-02-04,ORD0000169,usps,SHP000677,AZ,5.83,ground,TX
2025-10-26,ORD0000886,usps,SHP000524,TX,31.5,ground,IL
2025-03-08,ORD0000213,dhl,SHP001678,CO,12.58,ground,WA
2025-12-16,ORD0002158,fedex,SHP000534,AZ,44.83,ground,NY
2025-09-17,ORD0002046,fedex,SHP000495,NY,6.09,ground,FL
2025-03-30,ORD0001500,ups,SHP000731,AZ,25.97,ground,NY
