sighting_id,sighting_ts,park_name,trail_id,observer_badge,species_raw,count_seen
S004039,2025-07-04,zion National Park,T081,B0144,SC20,2
S004040,2025-06-30,Glacier National Park ,T063,B0197,SC11,5
S004041,2025-08-18,gRaNd Canyon National Park,T102,B0323,SC04,4
S004042,2025-06-11,grand Canyon National Park,T061,B0143,Sc18,2
S004043,2025-07-17,rEdWoOd National Park,T004,B0024,SC28,2
S004044,2025-08-01,Grand Canyon National Park ,T030,B0400,SC21,1
S004045,2025-08-27,glacier National Park,T104,B0170,SC12 - Elk,2
S004046,2025-07-28,Redwood National Park ,T005,B0220,SC09,1
S004047,2025-07-26,gLaCiEr National Park,T118,B0013,SC12,2
S004048,2025-07-18,acadia National Park,T105,B0202,SC07,4
S004049,2025-06-05,grand Canyon National Park,T063,B0079,SC22,4
S004050,2025-07-18,redwood National Park,T013,B0028,SC02,2
S004051,2025-07-02,redwood National Park,T052,B0271,Sc18,4
S004052,2025-06-13,yElLoWsToNe National Park,T025,B0254,SC05,1
S004053,2025-07-29,zIoN National Park,T068,B0010,SC21,1
S004054,2025-06-29,Grand Canyon National Park ,T020,B0142,SC14,1
S004055,2025-06-26,zIoN National Park,T056,B0049,SC22,4
S004056,2025-06-25,Acadia National Park ,T019,B0381,SC04,2
S004057,2025-07-23,gLaCiEr National Park,T054,B0161,SC07,4
S004058,2025-07-09,zIoN National Park,T056,B0389,SC01,2
S004059,2025-08-21,rEdWoOd National Park,T100,,SC11,3
S004060,2025-07-12,redwood National Park,T004,B0339,SC20,3
S004061,2025-08-18,gLaCiEr National Park,T045,B0193,SC24,4
S004062,2025-06-08,zIoN National Park,T018,B0306,SC22,3
S004063,2025-08-12,aCaDiA National Park,T045,B0083,SC23,2
S004064,2025-06-05,gLaCiEr National Park,T060,B0128,SC08,1
S004065,2025-07-14,rEdWoOd National Park,T054,B0068,SC30,2
S004066,2025-08-25,redwood National Park,T037,B0346,SC16,1
S004067,2025-07-21,Grand Canyon National Park ,T042,,SC21,2
S004068,2025-06-08,rEdWoOd National Park,T034,B0300,SC07,1
S004069,2025-06-25,zion National Park,T058,B0279,SC18,2
S004070,2025-07-02,Grand Canyon National Park ,T120,B0400,SC02,1
S004071,2025-06-23,Acadia National Park ,T046,B0264,SC02,2
S004072,2025-08-03,Glacier National Park ,T015,B0240,Sc18,7
S004073,2025-06-12,yElLoWsToNe National Park,T052,B0182,SC16,2
S004074,2025-08-03,gLaCiEr National Park,T062,B0107,SC28,1
S004075,2025-07-07,grand Canyon National Park,T027,B0058,SC03,2
S004076,2025-07-15,yellowstone National Park,T087,B0320,SC20,1
S004077,2025-07-12,yellowstone National Park,T065,B0046,SC03,2
S004078,2025-07-29,gRaNd Canyon National Park,T059,B0175,SC05,3
S004079,2025-08-11,glacier National Park,T044,B0063,SC07,2
S004080,2025-06-09,zIoN National Park,T109,B0333,SC28,3
S004081,2025-06-07,rEdWoOd National Park,T015,B0213,SC25,2
S004082,2025-07-29,Glacier National Park ,T069,B0079,SC03,4
S004083,2025-08-11,Acadia National Park ,T086,B0053,SC30,2
S004084,2025-06-05,gLaCiEr National Park,T070,B0097,SC11,1
S004085,2025-08-22,aCaDiA National Park,T107,,SC14,3
S004086,2025-06-26,rEdWoOd National Park,T003,,SC06,3
S004087,2025-06-01,glacier National Park,T013,B0238,SC22,2
S004088,2025-07-24,grand Canyon National Park,T106,B0335,SC06,4
S004089,2025-08-15,yellowstone National Park,T110,,Sc18,2
S004090,2025-08-22,redwood National Park,T014,B0110,SC05,2
S004091,2025-07-27,Acadia National Park ,T003,B0325,SC11,3
S004092,2025-07-29,Yellowstone National Park ,T007,B0242,SC03,4
S004093,2025-06-10,grand Canyon National Park,T086,,SC01,2
S004094,2025-07-02,Zion National Park ,T055,B0122,SC21,1
S004095,2025-08-17,Grand Canyon National Park ,T014,B0391,SC19,3
S004096,2025-06-30,gRaNd Canyon National Park,T103,,SC22,1
S004097,2025-08-24,acadia National Park,T073,B0214,SC16,6
S004098,2025-06-19,yElLoWsToNe National Park,T053,B0306,SC02,1
S004099,2025-06-22,rEdWoOd National Park,T100,,SC23,1
S004100,2025-07-04,Grand Canyon National Park ,T057,B0202,SC22,1
S004101,2025-06-01,Redwood National Park ,T038,B0334,SC20,1
S004102,2025-08-08,rEdWoOd National Park,T006,B0197,SC04,2
S004103,2025-06-23,aCaDiA National Park,T105,B0299,SC08,2
S004104,2025-06-16,Acadia National Park ,T044,B0109,SC20,5
S004105,2025-08-21,gLaCiEr National Park,T010,B0238,SC23,3
S004106,2025-06-06,gRaNd Canyon National Park,T051,B0108,SC17,2
S004107,2025-08-16,Zion National Park ,T103,B0147,SC15,4
S004108,2025-08-24,gRaNd Canyon National Park,T084,B0354,SC29,3
S004109,2025-07-03,acadia National Park,T008,B0092,SC12 - Elk,3
S004110,2025-07-11,yellowstone National Park,T106,B0160,SC09,1
S004111,2025-07-04,glacier National Park,T025,B0119,SC07,4
S004112,2025-07-10,glacier National Park,T118,B0054,SC25 - Mountain Goat,4
S004113,2025-08-14,gLaCiEr National Park,T104,B0311,SC03,2
S004114,2025-06-15,Zion National Park ,T058,B0198,SC02,1
S004115,2025-08-04,Redwood National Park ,T075,B0351,SC20,3
S004116,2025-07-08,aCaDiA National Park,T053,B0232,SC23,1
S004117,2025-07-18,Glacier National Park ,T051,B0130,SC16,1
S004118,2025-08-10,acadia National Park,T103,B0205,SC18,3
S004119,2025-07-08,zion National Park,T042,B0198,SC08,1
S004120,2025-07-29,Redwood National Park ,T061,B0310,SC09,1
S004121,2025-07-04,zIoN National Park,T085,B0207,SC20,1
S004122,2025-08-10,zion National Park,T018,B0338,SC29,1
S004123,2025-07-18,Glacier National Park ,T041,B0223,SC03,2
S004124,2025-07-31,aCaDiA National Park,T060,B0370,SC11,4
S004125,2025-07-28,Yellowstone National Park ,T100,B0174,SC11,1
S004126,2025-06-30,Redwood National Park ,T043,B0235,SC09,1
S004127,2025-07-26,Zion National Park ,T075,,SC23,4
S004128,2025-07-15,gRaNd Canyon National Park,T102,B0204,SC07,1
S004129,2025-07-15,Yellowstone National Park ,T013,B0114,SC21,1
S004130,2025-07-21,rEdWoOd National Park,T019,B0116,SC20,2
S004131,2025-07-02,Zion National Park ,T072,B0345,SC07,4
S004132,2025-08-10,yellowstone National Park,T006,B0079,SC09,3
S004133,2025-07-19,Glacier National Park ,T058,B0237,SC22,4
S004134,2025-07-13,gLaCiEr National Park,T041,B0242,SC20,1
S004135,2025-08-07,acadia National Park,T068,B0113,SC05,3
S004136,2025-06-11,Acadia National Park ,T078,B0328,SC10,2
S004137,2025-07-05,Glacier National Park ,T065,B0262,SC11,1
S004138,2025-08-11,zion National Park,T109,B0055,SC20,3
S004139,2025-07-02,Yellowstone National Park ,T118,B0244,SC05,2
S004140,2025-08-03,yElLoWsToNe National Park,T026,B0057,SC18,3
S004141,2025-07-31,rEdWoOd National Park,T081,B0089,SC16,3
S004142,2025-08-08,Redwood National Park ,T092,B0283,SC27,1
S004143,2025-07-30,yellowstone National Park,T048,B0309,SC03 - River Otter,4
S004144,2025-07-08,gLaCiEr National Park,T109,B0258,SC21,2
S004145,2025-08-28,zion National Park,T040,B0177,SC22,4
S004146,2025-06-23,yElLoWsToNe National Park,T038,B0133,SC04,5
S004147,2025-06-26,Yellowstone National Park ,T065,B0341,SC12,1
S004148,2025-07-25,Glacier National Park ,T093,B0045,SC07,2
S004149,2025-06-23,glacier National Park,T005,,SC01,1
S004150,2025-06-22,gLaCiEr National Park,T045,B0315,SC07,3
S004151,2025-07-22,Yellowstone National Park ,T029,B0208,SC22,1
S004152,2025-07-26,acadia National Park,T064,B0169,SC12 - Elk,1
S004153,2025-08-10,yellowstone National Park,T014,B0196,sc07,5
S004154,2025-07-20,rEdWoOd National Park,T077,B0315,SC16,2
S004155,2025-06-16,acadia National Park,T033,B0041,SC22,2
S004156,2025-08-12,Yellowstone National Park ,T032,B0230,SC23,3
S004157,2025-08-03,Acadia National Park ,T085,B0109,SC26,3
S004158,2025-06-20,zion National Park,T082,B0319,SC09,2
S004159,2025-07-30,zIoN National Park,T107,B0176,SC04,5
S004160,2025-07-28,yellowstone National Park,T083,,SC18,1
S004161,2025-07-03,redwood National Park,T118,B0323,SC03,4
S004162,2025-08-14,yellowstone National Park,T089,B0071,sc07,1
S004163,2025-07-13,Acadia National Park ,T074,B0304,SC06,3
S004164,2025-06-15,yElLoWsToNe National Park,T016,B0209,SC16,3
S004165,2025-06-15,Grand Canyon National Park ,T052,B0226,Sc18,1
S004166,2025-07-03,Glacier National Park ,T107,B0188,SC16,4
S004167,2025-06-12,acadia National Park,T111,B0218,SC01,2
S004168,2025-06-04,yElLoWsToNe National Park,T046,B0277,SC23,3
S004169,2025-06-14,gRaNd Canyon National Park,T010,B0340,SC25,3
S004170,2025-06-06,rEdWoOd National Park,T055,B0345,SC05,3
S004171,2025-08-06,glacier National Park,T095,B0279,SC25,4
S004172,2025-06-29,Acadia National Park ,T004,B0169,SC27,4
S004173,2025-07-07,Redwood National Park ,T106,B0343,SC06,2
S004174,2025-08-05,Yellowstone National Park ,T050,B0188,SC05,5
S004175,2025-06-01,zion National Park,T057,B0370,SC10,2
S004176,2025-08-11,aCaDiA National Park,T056,B0237,SC18,1
S004177,2025-06-07,glacier National Park,T045,B0249,SC28,2
S004178,2025-08-20,rEdWoOd National Park,T011,B0313,SC01,1
S004179,2025-06-16,gRaNd Canyon National Park,T023,B0224,SC18,2
S004180,2025-08-22,Redwood National Park ,T096,B0208,SC03,1
S004181,2025-07-07,gRaNd Canyon National Park,T015,B0289,SC21,2
S004182,2025-07-03,acadia National Park,T022,B0229,SC25 - Mountain Goat,1
S004183,2025-08-03,grand Canyon National Park,T054,B0060,SC02,1
S004184,2025-06-25,rEdWoOd National Park,T015,B0007,SC03 - River Otter,1
S004185,2025-08-06,rEdWoOd National Park,T099,B0241,SC21,1
S004186,2025-07-14,acadia National Park,T017,B0203,SC08,2
S004187,2025-07-27,Zion National Park ,T001,B0151,SC19,3
S004188,2025-07-11,redwood National Park,T026,B0291,SC27,1
S004189,2025-08-05,Zion National Park ,T071,B0086,SC06,8
S004190,2025-07-25,glacier National Park,T046,B0041,SC30,1
S004191,2025-08-22,grand Canyon National Park,T002,B0269,SC20,4
S004192,2025-08-14,redwood National Park,T100,B0343,SC12,1
S004193,2025-06-03,glacier National Park,T087,B0360,SC02,3
S004194,2025-08-12,gLaCiEr National Park,T098,B0264,SC02,2
S004195,2025-07-19,rEdWoOd National Park,T118,B0270,SC01,3
S004196,2025-07-12,Acadia National Park ,T106,B0256,SC15,1
S004197,2025-06-03,glacier National Park,T046,B0245,SC03 - River Otter,1
S004198,2025-07-09,rEdWoOd National Park,T005,B0343,SC11,2
S004199,2025-07-22,Redwood National Park ,T073,B0316,SC20,4
S004200,2025-06-04,grand Canyon National Park,T068,B0216,SC24,1
S004201,2025-08-11,rEdWoOd National Park,T058,B0400,SC09,1
S004202,2025-08-07,zIoN National Park,T063,B0110,SC26,3
S004203,2025-07-29,gLaCiEr National Park,T117,B0116,SC27,2
S004204,2025-07-02,rEdWoOd National Park,T087,B0005,SC26,3
S004205,2025-07-05,grand Canyon National Park,T070,B0369,SC25,1
S004206,2025-06-06,acadia National Park,T020,B0292,SC23,2
S004207,2025-07-26,redwood National Park,T073,B0357,SC13,4
S004208,2025-07-06,Redwood National Park ,T067,B0276,SC03,2
S004209,2025-07-14,yElLoWsToNe National Park,T103,B0196,Sc18,1
S004210,2025-07-11,Zion National Park ,T074,B0185,sc07,4
S004211,2025-07-25,aCaDiA National Park,T060,B0205,SC01,3
S004212,2025-08-17,Grand Canyon National Park ,T084,B0239,SC02,2
S004213,2025-07-01,Grand Canyon National Park ,T081,B0176,SC27,4
S004214,2025-06-16,aCaDiA National Park,T055,B0126,SC09,1
S004215,2025-08-16,gRaNd Canyon National Park,T005,B0125,SC22,2
S004216,2025-06-19,gLaCiEr National Park,T061,B0034,SC19,3
S004217,2025-06-30,zion National Park,T076,,SC07,1
S004218,2025-07-20,rEdWoOd National Park,T022,B0175,SC24,2
S004219,2025-06-06,glacier National Park,T100,,SC05,2
S004220,2025-06-17,yElLoWsToNe National Park,T073,B0021,SC02,1
S004221,2025-07-16,yElLoWsToNe National Park,T006,B0143,SC07,4
S004222,2025-08-16,glacier National Park,T036,B0205,SC09,2
S004223,2025-07-17,zion National Park,T118,B0290,SC15,2
S004224,2025-07-25,Redwood National Park ,T043,B0224,SC11,3
S004225,2025-07-10,glacier National Park,T090,B0236,SC06,2
S004226,2025-07-21,gRaNd Canyon National Park,T109,B0005,sc07,1
S004227,2025-06-06,Glacier National Park ,T069,B0068,SC15,2
S004228,2025-07-05,acadia National Park,T010,B0275,SC24,2
S004229,2025-08-03,Redwood National Park ,T094,B0376,SC05,1
S004230,2025-07-09,rEdWoOd National Park,T050,B0321,SC08,5
S004231,2025-07-19,grand Canyon National Park,T024,B0273,SC04,3
S004232,2025-08-09,rEdWoOd National Park,T060,B0145,SC16,4
S004233,2025-08-23,zion National Park,T083,B0165,SC13,1
S004234,2025-08-14,Redwood National Park ,T010,B0194,SC20,1
S004235,2025-07-01,Zion National Park ,T021,B0135,SC09,1
S004236,2025-08-14,Acadia National Park ,T072,B0177,SC12 - Elk,1
S004237,2025-07-31,redwood National Park,T032,B0057,Sc18,1
S004238,2025-07-13,rEdWoOd National Park,T033,B0167,SC21,2
S004239,2025-06-11,redwood National Park,T117,,SC29,1
S004240,2025-07-06,Grand Canyon National Park ,T101,B0045,SC18,3
S004241,2025-06-25,Zion National Park ,T107,B0056,SC24,4
S004242,2025-06-26,Yellowstone National Park ,T008,,SC10,5
S004243,2025-08-22,gRaNd Canyon National Park,T050,B0352,SC29,2
S004244,2025-07-24,yellowstone National Park,T011,B0284,SC05,3
S004245,2025-08-12,Redwood National Park ,T020,B0090,SC20,1
S004246,2025-07-24,rEdWoOd National Park,T066,B0202,SC05,1
S004247,2025-07-28,yellowstone National Park,T118,B0362,Sc18,1
S004248,2025-06-17,acadia National Park,T115,B0153,SC29,4
S004249,2025-07-01,Grand Canyon National Park ,T096,B0028,SC12,1
S004250,2025-06-23,rEdWoOd National Park,T094,B0260,SC02,2
S004251,2025-06-23,yElLoWsToNe National Park,T087,B0045,SC13,3
S004252,2025-06-28,yElLoWsToNe National Park,T118,B0051,sc07,2
S004253,2025-06-19,zIoN National Park,T111,,SC10,2
S004254,2025-06-23,yElLoWsToNe National Park,T072,B0156,SC02,2
S004255,2025-08-05,yellowstone National Park,T113,B0264,SC03,3
S004256,2025-06-07,Redwood National Park ,T071,B0108,SC06,1
S004257,2025-08-20,glacier National Park,T046,B0231,SC01,2
S004258,2025-07-20,grand Canyon National Park,T001,B0381,SC12,2
S004259,2025-07-14,Acadia National Park ,T040,,SC21,1
S004260,2025-06-27,zion National Park,T028,,SC02,3
S004261,2025-06-02,Acadia National Park ,T025,B0308,SC10,1
S004262,2025-07-12,yElLoWsToNe National Park,T090,B0116,SC12,2
S004263,2025-08-19,yElLoWsToNe National Park,T075,B0071,SC02,4
S004264,2025-08-27,Acadia National Park ,T064,B0362,SC28,2
S004265,2025-08-07,zion National Park,T090,B0062,SC22,1
S004266,2025-07-11,Grand Canyon National Park ,T053,B0198,SC14,2
S004267,2025-06-12,grand Canyon National Park,T012,B0046,SC13,2
S004268,2025-08-21,grand Canyon National Park,T107,B0238,SC08,7
S004269,2025-08-04,Zion National Park ,T017,B0267,SC17,1
S004270,2025-06-28,Acadia National Park ,T038,B0161,SC05,1
S004271,2025-06-29,aCaDiA National Park,T061,B0391,SC22,1
S004272,2025-06-07,yellowstone National Park,T049,B0117,SC06,3
S004273,2025-07-06,rEdWoOd National Park,T018,B0189,SC15,1
S004274,2025-07-21,zion National Park,T093,B0155,SC19,1
S004275,2025-06-18,Glacier National Park ,T072,B0180,SC16,1
S004276,2025-08-06,zion National Park,T117,B0140,SC27,1
S004277,2025-08-14,gRaNd Canyon National Park,T045,B0097,SC14,4
S004278,2025-06-13,zIoN National Park,T009,B0156,SC12 - Elk,1
S004279,2025-08-07,glacier National Park,T052,,SC13,6
S004280,2025-06-29,grand Canyon National Park,T060,B0151,SC22,1
S004281,2025-06-11,Redwood National Park ,T033,B0195,SC05,2
S004282,2025-07-01,Grand Canyon National Park ,T036,B0324,SC15,3
S004283,2025-06-13,glacier National Park,T037,B0288,SC17,2
S004284,2025-06-08,acadia National Park,T043,B0024,SC17,1
S004285,2025-07-23,Glacier National Park ,T065,,SC15,3
S004286,2025-07-31,redwood National Park,T031,B0348,SC06,3
S004287,2025-08-19,Yellowstone National Park ,T005,B0313,SC24,2
S004288,2025-08-26,Yellowstone National Park ,T115,B0081,SC06,3
S004289,2025-08-19,Grand Canyon National Park ,T084,B0267,SC03 - River Otter,2
S004290,2025-08-20,Redwood National Park ,T094,B0318,SC12,1
S004291,2025-06-05,aCaDiA National Park,T070,,SC08,1
S004292,2025-08-28,yellowstone National Park,T068,B0228,SC14,1
S004293,2025-07-16,redwood National Park,T032,B0169,SC19,3
S004294,2025-06-17,Acadia National Park ,T093,B0314,SC06,1
S004295,2025-07-13,yellowstone National Park,T080,,SC25 - Mountain Goat,1
S004296,2025-07-26,Grand Canyon National Park ,T015,B0079,SC28,2
S004297,2025-07-01,gLaCiEr National Park,T025,B0329,SC23,5
S004298,2025-07-11,gRaNd Canyon National Park,T003,B0373,SC13,2
S004299,2025-06-13,grand Canyon National Park,T041,B0016,SC11,2
S004300,2025-08-11,Redwood National Park ,T071,B0004,SC01,1
S004301,2025-06-16,rEdWoOd National Park,T014,B0194,Sc18,2
S004302,2025-06-13,Redwood National Park ,T073,B0328,SC06,1
S004303,2025-08-21,Yellowstone National Park ,T019,B0358,SC10,4
S004304,2025-07-01,Redwood National Park ,T084,B0074,SC16,5
S004305,2025-07-05,redwood National Park,T077,B0279,sc07,1
S004306,2025-06-15,yellowstone National Park,T015,B0346,SC22,4
S004307,2025-08-28,Glacier National Park ,T014,,SC03,1
S004308,2025-06-04,Glacier National Park ,T047,,SC12,3
S004309,2025-08-21,Yellowstone National Park ,T106,B0031,SC28,1
S004310,2025-06-17,Redwood National Park ,T031,,SC24,2
S004311,2025-06-25,glacier National Park,T099,B0033,SC08,2
S004312,2025-06-14,gLaCiEr National Park,T044,B0180,SC21,1
S004313,2025-06-03,gLaCiEr National Park,T096,B0176,SC21,2
S004314,2025-08-04,Glacier National Park ,T091,B0173,SC12,1
S004315,2025-06-03,Acadia National Park ,T033,B0303,SC03 - River Otter,2
S004316,2025-06-01,redwood National Park,T014,B0002,SC25,1
S004317,2025-07-14,zion National Park,T056,,SC29,3
S004318,2025-06-11,Grand Canyon National Park ,T079,,sc07,3
S004319,2025-07-17,Yellowstone National Park ,T053,B0076,SC25,3
S004320,2025-07-23,rEdWoOd National Park,T048,B0045,SC14,3
S004321,2025-06-21,acadia National Park,T097,B0064,SC12 - Elk,1
S004322,2025-07-16,yellowstone National Park,T054,B0256,SC24,1
S004323,2025-08-05,gRaNd Canyon National Park,T033,B0226,SC26,3
S004324,2025-07-13,zIoN National Park,T037,B0340,SC22,4
S004325,2025-07-18,yellowstone National Park,T001,B0037,SC08,1
S004326,2025-07-18,Yellowstone National Park ,T007,B0326,SC18,1
S004327,2025-08-26,zion National Park,T075,B0225,SC04,3
S004328,2025-08-24,Grand Canyon National Park ,T104,,sc07,1
S004329,2025-07-28,glacier National Park,T108,B0221,SC11,3
S004330,2025-08-16,gLaCiEr National Park,T021,B0115,SC02,3
S004331,2025-07-22,redwood National Park,T085,B0026,SC07,7
S004332,2025-06-03,gRaNd Canyon National Park,T017,B0126,SC08,2
S004333,2025-07-30,yellowstone National Park,T104,B0296,SC05,1
S004334,2025-07-23,acadia National Park,T009,B0395,SC07,1
S004335,2025-08-12,aCaDiA National Park,T052,B0271,SC07,2
S004336,2025-07-07,zion National Park,T019,B0208,SC20,4
S004337,2025-08-01,Zion National Park ,T073,B0010,SC08,2
S004338,2025-06-27,gLaCiEr National Park,T117,B0369,SC24,2
S004339,2025-06-01,gLaCiEr National Park,T035,B0158,SC04,1
S004340,2025-06-05,yellowstone National Park,T095,B0120,Sc18,3
S004341,2025-07-23,grand Canyon National Park,T094,B0142,SC15,1
S004342,2025-07-17,gRaNd Canyon National Park,T020,B0071,SC08,3
S004343,2025-06-08,zIoN National Park,T069,B0149,SC21,2
S004344,2025-07-30,gLaCiEr National Park,T054,B0151,SC30,1
S004345,2025-06-28,grand Canyon National Park,T004,B0231,SC06,3
S004346,2025-06-18,zIoN National Park,T109,B0311,SC08,4
S004347,2025-06-12,Glacier National Park ,T105,,SC08,1
S004348,2025-07-13,gLaCiEr National Park,T116,B0339,SC28,1
S004349,2025-06-30,gLaCiEr National Park,T040,,SC20,1
S004350,2025-08-21,Redwood National Park ,T019,B0231,SC28,4
S004351,2025-07-02,Glacier National Park ,T108,B0198,SC26,4
S004352,2025-07-24,zion National Park,T107,B0156,SC01,1
S004353,2025-06-13,Zion National Park ,T078,B0342,SC28,1
S004354,2025-08-14,acadia National Park,T012,B0275,SC25 - Mountain Goat,2
S004355,2025-07-26,redwood National Park,T020,B0015,SC06,1
S004356,2025-08-05,zion National Park,T060,B0339,SC24,1
S004357,2025-08-01,gRaNd Canyon National Park,T054,B0034,SC18,1
S004358,2025-06-03,zIoN National Park,T046,,SC06,4
S004359,2025-06-16,Grand Canyon National Park ,T119,B0191,SC05,5
S004360,2025-07-25,grand Canyon National Park,T089,B0373,SC03 - River Otter,1
S004361,2025-06-28,gRaNd Canyon National Park,T109,B0325,SC18,1
S004362,2025-08-09,grand Canyon National Park,T093,B0213,SC17,2
S004363,2025-08-16,Glacier National Park ,T030,B0072,SC18,2
S004364,2025-07-24,aCaDiA National Park,T009,B0022,SC06,1
S004365,2025-07-05,acadia National Park,T031,B0257,SC03,3
S004366,2025-07-01,zion National Park,T070,,SC08,2
S004367,2025-07-22,yElLoWsToNe National Park,T101,B0340,SC17,1
S004368,2025-06-29,Zion National Park ,T083,B0096,SC19,5
S004369,2025-08-23,Yellowstone National Park ,T011,B0146,SC15,2
S004370,2025-06-02,Redwood National Park ,T038,B0029,SC04,2
S004371,2025-06-25,yElLoWsToNe National Park,T040,B0087,SC18,2
S004372,2025-07-01,redwood National Park,T038,B0044,SC07,3
S004373,2025-08-28,zIoN National Park,T074,B0126,SC12,2
S004374,2025-06-27,acadia National Park,T058,B0041,SC02,1
S004375,2025-07-24,gLaCiEr National Park,T120,,SC17,2
S004376,2025-08-21,yElLoWsToNe National Park,T005,B0147,SC26,6
S004377,2025-08-22,acadia National Park,T047,B0292,SC20,1
S004378,2025-08-04,Glacier National Park ,T060,B0297,SC18,4
S004379,2025-06-07,grand Canyon National Park,T087,B0140,Sc18,3
S004380,2025-06-05,redwood National Park,T002,B0337,SC28,3
S004381,2025-08-28,grand Canyon National Park,T082,B0149,SC17,5
S004382,2025-07-26,Glacier National Park ,T048,B0147,SC12,1
S004383,2025-08-07,yellowstone National Park,T093,,SC10,1
S004384,2025-08-01,zion National Park,T107,B0264,SC07,4
S004385,2025-07-26,glacier National Park,T113,B0166,SC13,2
S004386,2025-07-31,yellowstone National Park,T088,B0171,SC08,2
S004387,2025-07-02,yElLoWsToNe National Park,T038,B0107,SC29,1
S004388,2025-07-24,Yellowstone National Park ,T019,B0297,SC23,1
S004389,2025-06-16,zion National Park,T029,B0218,SC06,2
S004390,2025-08-10,grand Canyon National Park,T034,B0056,SC03 - River Otter,1
S004391,2025-07-29,aCaDiA National Park,T030,B0320,SC06,7
S004392,2025-08-10,Glacier National Park ,T079,B0001,Sc18,3
S004393,2025-06-05,Acadia National Park ,T016,,SC14,2
S004394,2025-08-10,zIoN National Park,T033,,SC02,2
S004395,2025-07-24,zion National Park,T074,B0108,SC17,1
S004396,2025-07-19,zion National Park,T099,B0197,SC22,2
S004397,2025-06-06,rEdWoOd National Park,T043,B0284,SC06,3
S004398,2025-07-01,Acadia National Park ,T093,B0134,SC25,2
S004399,2025-06-29,Acadia National Park ,T004,B0097,SC10,1
S004400,2025-06-20,zion National Park,T028,B0265,SC15,2
S004401,2025-06-05,glacier National Park,T013,B0228,SC25 - Mountain Goat,2
S004402,2025-08-23,acadia National Park,T069,B0003,SC24,2
S004403,2025-08-08,Glacier National Park ,T070,B0136,SC14,2
S004404,2025-07-20,redwood National Park,T099,B0329,SC03 - River Otter,1
S004405,2025-08-25,grand Canyon National Park,T008,B0118,SC10,3
S004406,2025-06-06,gLaCiEr National Park,T113,B0399,SC27,2
S004407,2025-06-30,gRaNd Canyon National Park,T077,B0064,SC12,1
S004408,2025-07-09,aCaDiA National Park,T118,,SC28,2
S004409,2025-08-06,yElLoWsToNe National Park,T062,B0293,SC22,3
S004410,2025-06-27,Acadia National Park ,T081,B0063,SC15,1
S004411,2025-07-31,aCaDiA National Park,T083,B0234,SC03 - River Otter,2
S004412,2025-07-24,Acadia National Park ,T079,,SC18,1
S004413,2025-08-08,Redwood National Park ,T047,B0282,SC03,2
S004414,2025-07-09,zion National Park,T032,B0222,SC10,5
S004415,2025-06-15,gLaCiEr National Park,T083,B0180,SC04,3
S004416,2025-08-08,zIoN National Park,T087,B0263,SC20,1
S004417,2025-06-10,yellowstone National Park,T053,B0148,SC23,3
S004418,2025-07-02,acadia National Park,T120,,SC30,1
S004419,2025-08-16,yElLoWsToNe National Park,T031,B0261,SC24,1
S004420,2025-06-22,Grand Canyon National Park ,T059,B0212,SC21,3
S004421,2025-08-21,Yellowstone National Park ,T084,B0029,SC30,3
S004422,2025-07-05,Grand Canyon National Park ,T019,B0265,SC29,2
S004423,2025-07-27,Yellowstone National Park ,T045,B0383,SC05,2
S004424,2025-06-18,rEdWoOd National Park,T071,B0199,SC25 - Mountain Goat,2
S004425,2025-07-03,gRaNd Canyon National Park,T054,B0166,SC17,2
S004426,2025-06-21,aCaDiA National Park,T040,B0065,SC22,1
S004427,2025-08-23,Glacier National Park ,T097,B0307,SC18,1
S004428,2025-07-21,grand Canyon National Park,T031,B0229,SC19,4
S004429,2025-08-27,yellowstone National Park,T107,B0136,SC05,2
S004430,2025-08-25,zIoN National Park,T040,B0365,SC21,2
S004431,2025-07-14,gRaNd Canyon National Park,T083,B0369,SC16,3
S004432,2025-08-20,gRaNd Canyon National Park,T054,B0041,SC27,2
S004433,2025-08-20,yElLoWsToNe National Park,T064,B0255,SC02,1
S004434,2025-07-14,yellowstone National Park,T014,B0159,SC27,3
S004435,2025-07-03,glacier National Park,T035,B0124,SC14,3
S004436,2025-08-15,grand Canyon National Park,T058,B0230,SC26,5
S004437,2025-07-10,Grand Canyon National Park ,T040,B0335,SC28,1
S004438,2025-08-25,Grand Canyon National Park ,T001,B0003,SC22,6
S004439,2025-08-25,yElLoWsToNe National Park,T041,,SC27,3
S004440,2025-06-17,redwood National Park,T102,B0051,SC23,2
S004441,2025-07-30,Zion National Park ,T092,B0045,SC17,3
S004442,2025-07-07,zIoN National Park,T095,B0121,SC12,2
S004443,2025-08-19,yellowstone National Park,T092,B0043,SC14,1
S004444,2025-06-15,gLaCiEr National Park,T116,,sc07,3
S004445,2025-07-11,gLaCiEr National Park,T066,B0204,SC08,3
S004446,2025-08-25,rEdWoOd National Park,T087,B0343,SC27,2
S004447,2025-07-23,Glacier National Park ,T063,B0028,SC09,2
S004448,2025-07-15,zIoN National Park,T067,B0019,SC22,3
S004449,2025-06-29,Redwood National Park ,T099,B0305,SC03,2
S004450,2025-08-19,zIoN National Park,T049,B0369,SC24,5
S004451,2025-08-04,gLaCiEr National Park,T078,B0106,SC26,1
S004452,2025-07-16,acadia National Park,T038,B0175,SC27,4
S004453,2025-07-05,yElLoWsToNe National Park,T119,,SC21,1
S004454,2025-08-13,gRaNd Canyon National Park,T077,B0223,SC29,2
